provided by Gürkan Korkmaz,http://orcid.org/0000-0003-1911-027X
Sequence,TotalCDS,GenomicGC,GenomicOffTAG,GenomicOffTGA,GenomicOffTAA,Genomic Gs,Genomic Cs,Genomic As,Genomic Ts
00021GCF_000003205.7_Btau_5.0.1_Genomic.fna,3143,0.42891823467666096,20507276,32148508,29699971,344613017,344220969,458167041,458978692
00022GCF_000003625.3_OryCun2.0_Genomic.fna,3241,0.44179321495164336,19242197,30329849,26930694,346986493,346583997,437739508,438588467
00023GCF_000004335.2_AilMel_1.0_Genomic.fna,81467,0.43938891156496185,20372713,30575508,28031993,349682922,350287603,446908332,446175739
00024GCF_000004665.1_Callithrix_jacchus-3.2_Genomic.fna,14205,0.4234839643464004,23520992,34638796,33183886,371874890,371664546,505806404,506421789
00025GCF_000146795.2_Nleu_3.0_Genomic.fna,17484,0.42256995100310224,23111988,33566431,32570777,361727369,361677381,494356948,494155461
00026GCF_000147115.1_Myoluc2.0_Genomic.fna,11654,0.43873336065557134,16453057,24999691,23277819,284495079,284445593,363909869,363929515
00027GCF_000151735.1_Cavpor3.0_Genomic.fna,3144,0.4261807760300099,22858704,34692242,32171983,372072394,372050259,500965597,500937603
00028GCF_000151845.1_Pvam_2.0_Genomic.fna,36094,0.43487266207352115,19821677,28559364,27044375,321198559,321920211,418167335,417580759
00029GCF_000151865.2_Ttru_1.4_Genomic.fna,240558,0.4357820993322168,20011249,30223963,28311237,339319424,339491964,440076784,438797169
00030GCF_000151885.1_Dord_2.0_Genomic.fna,65193,0.4186050810508932,17789628,25152813,24011328,263927105,263892629,366378679,366702990
00031GCF_000151905.2_gorGor4_Genomic.fna,40711,0.4230365826314964,24422489,35573352,34426536,383952397,383611104,523156176,523694330
00032GCF_000164805.1_Tarsius_syrichta-2.0.1_Genomic.fna,337189,0.4219275810744841,27230785,40779414,38231632,430971348,431422318,590294589,591249389
00033GCF_000164845.2_Vicugna_pacos-2.0.2_Genomic.fna,276725,0.4427396898202922,18780475,30106194,26972930,339669087,340715719,429102470,427273086
00034GCF_000165445.1_Mmur_2.0_Genomic.fna,10311,0.43769155817773964,21810005,31192252,29580689,361410946,361546582,464452367,464341240
00035GCF_000165445.2_Mmur_3.0_Genomic.fna,7678,0.43773143871333114,21878400,31297128,29627356,362513441,362111753,465162917,465622330
00036GCF_000181275.1_SorAra2.0_Genomic.fna,12845,0.4370888870486551,17014373,26136955,24226793,295928359,295977376,381196052,381098131
00037GCF_000181295.1_OtoGar3_Genomic.fna,7793,0.42984760532451766,21524125,31472257,29607623,345121441,345559681,458420887,457702620
00038GCF_000181335.2_Felis_catus_8.0_Genomic.fna,267625,0.43657921103495734,21911539,32672774,30538407,372219771,372304872,480571406,480263767
00039GCF_000189315.1_Devil_ref_v7.0_Genomic.fna,35974,0.3909938101931484,27975643,36895596,38420458,349785646,349819048,544814440,544879509
00040GCF_000208655.1_Dasnov3.0_Genomic.fna,46559,0.4279901469523115,25129845,36723900,36440209,413659068,413240130,552227232,552925520
00041GCF_000215625.1_MusPutFur1.0_Genomic.fna,7783,0.4380127427537153,20388590,30277088,27889026,345058303,345200218,443046873,442581455
00042GCF_000223135.1_CriGri_1.0_Genomic.fna,109152,0.42394060801971395,22554391,32570903,28897413,341173347,341544912,464045294,463646599
00043GCF_000235385.1_SaiBol1.0_Genomic.fna,2686,0.4248268914212313,21822974,32102676,30742747,346120035,346556990,469125180,468690212
00044GCF_000236235.1_SpeTri2.0_Genomic.fna,12483,0.4281345458811243,21613775,32521951,29580045,348978543,349504942,466688306,466286104
00045GCF_000243295.1_TriManLat1.0_Genomic.fna,6323,0.4222321671016152,21434097,30796709,30922940,335545740,335958025,459682517,459179913
00046GCF_000247695.1_HetGla_female_1.0_Genomic.fna,4229,0.4276764676283116,21293331,31703068,29176317,342875290,342954573,459029076,458759485
00047GCF_000247795.1_Bos_indicus_1.0_Genomic.fna,32,0.426640920562559,19085700,29947036,28001301,321128822,320744263,430959925,431647817
00048GCF_000258655.2_panpan1.1_Genomic.fna,10274,0.4227073359619602,23569992,34247680,33146438,369159758,368879127,503650928,504290969
00049GCF_000260255.1_OctDeg1.0_Genomic.fna,7135,0.43687572187642154,21823252,32211640,28739150,362543687,362971937,467936271,467239207
00050GCF_000260355.1_ConCri1.0_Genomic.fna,2040,0.43438261458097105,16301706,24376953,22425462,267401610,267498496,348497298,348005714
00051GCF_000264685.2_Panu_2.0_Genomic.fna,63251,0.42363903108698464,23906651,35023473,33670899,377682764,377700438,513693834,514005132
00052GCF_000276665.1_ChiLan1.0_Genomic.fna,2839,0.435588677141001,21157415,31604784,28667783,353304178,353446763,457946759,457821383
00053GCF_000280705.1_JacJac1.0_Genomic.fna,10898,0.42716278866352764,20479937,30518993,27454352,324595605,324497297,435207186,435244496
00054GCF_000283155.1_CerSimSim1.0_Genomic.fna,3087,0.4341660489197497,21935645,32575976,29887434,361801989,362040121,471660425,471698555
00055GCF_000292845.1_OchPri3.0_Genomic.fna,10421,0.44058310406090906,16702806,26720748,22800057,299249667,299405136,380224292,379899300
00056GCF_000296735.1_ChrAsi1.0_Genomic.fna,20500,0.40452270499644083,23082466,33091737,33451921,332827478,333118517,490263068,490042153
00057GCF_000296755.1_EriEur2.0_Genomic.fna,5803,0.41858551199537253,16830553,24385040,23172955,252712424,252586446,350791807,351067372
00058GCF_000298275.1_OryAfe1.0_Genomic.fna,22509,0.4083892314788195,23438896,33866204,34416048,346407633,346580348,502087957,501805193
00059GCF_000298355.1_BosGru_v2.0_Genomic.fna,41192,0.42864375103877994,20091231,31401959,29041256,336135672,336253411,448042131,448211934
00060GCF_000298735.2_Oar_v4.0_Genomic.fna,5466,0.4304670869442693,20278973,31639281,29170884,341412894,341074913,451123014,451847923
00061GCF_000299155.1_EleEdw1.0_Genomic.fna,8768,0.41083881048828325,23107389,34308109,34167282,350405032,350495004,502703142,502418790
00062GCF_000306695.2_CHM1_1.1_Genomic.fna,23,0.42310214640837196,24162882,35174481,34110969,379982830,379726892,517574054,518286699
00063GCF_000308155.1_EptFus1.0_Genomic.fna,6789,0.4419309981686668,15555359,23577164,22088243,273145181,273416280,345422072,344773932
00064GCF_000311805.1_CB1_Genomic.fna,13334,0.4423079691885577,18360313,29276396,26128261,329467886,329425697,415309063,415468870
00065GCF_000313985.1_EchTel2.0_Genomic.fna,8402,0.4426306031783736,20929931,32241727,27974408,368651196,369801547,465760429,464114182
00066GCF_000317375.1_MicOch1.0_Genomic.fna,6335,0.4379464272548532,20245844,29372787,25261467,326238590,326420119,418787469,418824477
00067GCF_000317765.1_CHIR_1.0_Genomic.fna,77021,0.42809931437344323,20206713,31521607,29161378,336473836,336267107,448915915,449803129
00068GCF_000321225.1_Oros_1.0_Genomic.fna,3893,0.43558459353223156,20609875,30520653,28414271,344684705,344834350,446921811,446533062
00069GCF_000325575.1_ASM32557v1_Genomic.fna,65598,0.434477433738804,19224918,27625756,26154046,310312805,310344907,403915683,403942021
00070GCF_000327345.1_ASM32734v1_Genomic.fna,101769,0.44105003489316663,16160752,24563602,22749312,282194595,282400600,357906068,357614711
00071GCF_000331955.2_Oorc_1.1_Genomic.fna,1668,0.4356171596116791,19506466,29442333,27528390,329767371,329705696,427182252,427226888
00072GCF_000334495.1_TupChi_1.0_Genomic.fna,50750,0.4333297092931185,22008313,31828837,29821093,354671715,354582940,463626567,463873978
00073GCF_000349665.1_MesAur1.0_Genomic.fna,21484,0.43113278643906955,20366098,29642176,25973338,318927098,318954569,420934506,420731862
00074GCF_000349705.1_LepWed1.0_Genomic.fna,16711,0.43588984369787964,20059758,29691664,27564531,335238284,334962569,433636925,433708606
00075GCF_000364345.1_Macaca_fascicularis_5.0_Genomic.fna,7601,0.42376233892885534,23740828,34729062,33307264,374440825,374011656,508489577,509266055
00076GCF_000400835.1_PHO1.0_Genomic.fna,15059,0.4334624986644071,20070570,31573797,28690465,343657295,343347599,448764634,449153957
00077GCF_000409795.2_Chlorocebus_sabeus_1.1_Genomic.fna,2004,0.42367197011447183,23897040,34900086,33425868,375891952,375733326,511092038,511356333
00078GCF_000412655.1_ASM41265v1_Genomic.fna,169750,0.43958391908785044,16949211,25760149,23898057,294118769,294139915,374987993,374970347
00079GCF_000419365.1_C_griseus_v1.0_Genomic.fna,52710,0.4241313824656067,22412541,32348133,28683381,339145267,339309290,460647184,460531262
00080GCF_000442215.1_Lipotes_vexillifer_v1_Genomic.fna,30713,0.43479033271881007,19972215,30268908,28419726,337909573,337896467,439348880,439171359
00081GCF_000464555.1_PanTig1.0_Genomic.fna,1479,0.43504269583910166,20486621,30481151,28515894,344291340,344803868,447608149,447268089
00082GCF_000471725.1_UMD_CASPUR_WB_2.0_Genomic.fna,366983,0.4280556303969759,20860022,32629466,30426500,349399558,349998585,467620585,466876713
00083GCF_000472045.1_Physeter_macrocephalus-2.0.2_Genomic.fna,11711,0.4349606545032331,19611765,29573595,27734919,330605826,330759501,429467977,429684288
00084GCF_000493695.1_BalAcu1.0_Genomic.fna,10776,0.4347590612576068,19945198,30159395,28117513,335865060,335982817,436953430,436532504
00085GCF_000500345.1_Pman_1.0_Genomic.fna,30921,0.43526517521978764,22766044,33909806,29038097,368951698,369196235,479091134,478618941
00086GCF_000622305.1_S.galili_v1.0_Genomic.fna,154976,0.4227642388341859,25207780,36854379,33360010,385111557,385111431,525780106,525870464
00087GCF_000687225.1_UrsMar_1.0_Genomic.fna,23819,0.4399698558750356,20278511,30326023,27860169,348554737,348868739,444205330,443533147
00088GCF_000696425.1_G_variegatus-3.0.2_Genomic.fna,179514,0.42642668451906834,25168197,37127332,35407887,405157981,405026847,545071344,544683155
00089GCF_000696695.1_Burgud_Genomic.fna,53097,0.4373912242599327,21805950,33356361,30139332,373316324,373345928,480452557,479966199
00090GCF_000743615.1_DMR_v1.0_Genomic.fna,74730,0.4312231747145241,20755888,31009690,28287252,340961222,340637523,449222567,449795837
00091GCF_000754665.1_Bison_UMD1.0_Genomic.fna,128431,0.42708012255757066,20280537,31738960,29651944,338703532,338620776,454399440,454218262
00092GCF_000765115.1_Oori1_Genomic.fna,6173,0.43096291712854906,19790195,30928052,28551473,334312136,334332919,441474413,441394661
00093GCF_000767585.1_PRJNA234474_Ca_dromedarius_V1.0_Genomic.fna,32573,0.44245259199770276,18250889,29123788,26051560,328109516,328504266,413830302,413587864
00094GCF_000767855.1_Ca_bactrianus_MBC_1.0_Genomic.fna,35455,0.4425794122493577,18241102,29100469,26003163,327894170,327846403,413040161,412852968
00095GCF_000769185.1_Rrox_v1_Genomic.fna,135512,0.4228647175114664,24322112,35640057,34081511,382284411,381248968,520520616,521566922
00096GCF_000772875.2_Mmul_8.0.1_Genomic.fna,284728,0.42399672044171294,24847108,36425202,35062630,393653206,393784757,534782339,534959070
00097GCF_000951035.1_Cang.pa_1.0_Genomic.fna,13124,0.42254877267936725,23496016,34390387,32950320,368339589,368118866,503044100,503393183
00098GCF_000951045.1_Mleu.le_1.0_Genomic.fna,12821,0.4230721565210621,23942496,35019233,33592818,376069342,376356604,513268360,512787058
00099GCF_000952055.1_Anan_1.0_Genomic.fna,29223,0.42393090661777505,22812042,33342169,31954012,358154337,358380488,487164452,486516779
00100GCF_000952055.2_Anan_2.0_Genomic.fna,28922,0.42464657953222956,23846393,34841737,33334042,375599816,375429026,508736940,508831631
00101GCF_000955945.1_Caty_1.0_Genomic.fna,11433,0.42529744565582156,24098347,35269778,33700110,382576639,382814521,517276274,516993410
00102GCF_000956065.1_Mnem_1.0_Genomic.fna,9733,0.4254513241164281,24507609,35869350,34298621,389607923,389871663,526461320,526183104
00103GCF_000956105.1_Pcoq_1.0_Genomic.fna,22539,0.43911662030637894,19530243,28485438,26713849,330389294,331039429,422798609,422043878
00104GCF_001305755.1_ASM130575v1_Genomic.fna,2167,0.43791074043839967,21504484,32920517,29706303,368930612,369511898,474371631,473471309
00105GCF_001443585.1_aciJub1_Genomic.fna,14383,0.43398428509700815,20633802,30706344,28729215,345125269,345243243,450192740,450207206
00106GCF_001458135.1_marMar2.1_Genomic.fna,14543,0.4255807449512967,22082229,33247122,30553374,354027956,354119461,477980639,477827434
00107GCF_001466805.2_Raegyp2.0_Genomic.fna,2490,0.4382657675000916,18822935,26922519,25619524,308653649,308534250,395357381,395705021
00108GCF_001595765.1_Mnat.v1_Genomic.fna,1269,0.4453082197469417,16017888,24216090,22279126,282503217,282486385,351836792,351934381
00109GCF_001604975.1_Cebus_imitator-1.0_Genomic.fna,7156,0.42444035525660473,22949175,33599336,32297490,362828928,362726954,491819755,492065685
00110GCF_001685135.1_ManJav1.0_Genomic.fna,80670,0.43283533127043394,21003856,31767698,29897112,352354288,352231093,461424678,461826973
00111GCF_001698545.1_ASM169854v1_Genomic.fna,105032,0.42330736531318786,24163678,35378043,33919248,380390487,380510867,518667225,517946457
00112GCF_001704415.1_ARS1_Genomic.fna,29907,0.4292060783169259,20690933,32412772,30259682,349378080,349260195,464392546,464714708
00113GCF_001857705.1_PanPar1.0_Genomic.fna,50377,0.4384746694405483,21292041,31794609,29568142,364433747,364455428,466865805,466574057
00114GCF_001888835.1_ASM188883v1_Genomic.fna,63439,0.4342346426577667,19081625,28557359,26239022,317564881,317230730,413350470,413726254
00115GCF_001890085.1_ASM189008v1_Genomic.fna,7571,0.43536218970911356,18210068,27345405,25176338,303762675,303867138,394155574,393902680
00116GCF_001922835.1_NIST_Tur_tru_v1_Genomic.fna,2648,0.42972584090480115,18973790,28422786,27065332,311389525,311369617,413274228,413167685
00117GCF_001984765.1_C.can_genome_v1.0_Genomic.fna,21157,0.41770624826484914,23786953,35022272,32759273,360625804,360548435,502639281,502697017
00118GCF_002102435.1_Ovir.te_1.0_Genomic.fna,17026,0.4308072380002684,19938235,31285933,28559847,335313552,335375226,443048123,443081831
00119GCF_002204375.1_MunDraft-v1.0_Genomic.fna,68793,0.4371332968395656,21737940,32158610,28070094,355499444,355586743,457817229,457799908
00120GCF_900095145.1_PAHARI_EIJ_v1.1_Genomic.fna,2581,0.43246913293165806,21916800,31094623,27476944,338266706,338271554,443812017,444011682
