provided by Gürkan Korkmaz,http://orcid.org/0000-0003-1911-027X
Sequence,TotalCDS,GenomicGC,GenomicOffTAG,GenomicOffTGA,GenomicOffTAA,Genomic Gs,Genomic Cs,Genomic As,Genomic Ts
00019GCF_000239395.1_NeoBri1.0_Genomic.fna,9099,0.42685521966594053,5708677,11144166,10090612,111748123,112117258,150526740,150060599
00020GCF_000239415.1_AstBur1.0_Genomic.fna,8001,0.42610067555670444,5829764,11394782,10286668,113793856,113912451,153402082,153287166
00021GCF_000241075.1_Xiphophorus_maculatus-4.4.2_Genomic.fna,20632,0.4217557128280497,5226030,10186467,9397891,101873946,101904165,139956743,139431360
00022GCF_000241765.3_Chrysemys_picta_bellii-3.0.3_Genomic.fna,78595,0.43797144532491966,19678393,28135701,26400962,328768674,328804489,421890061,421943249
00023GCF_000242695.1_LepOcu1_Genomic.fna,1926,0.42151157050148647,7638772,13193311,12783784,138718664,138724584,190390524,190376506
00024GCF_000247815.1_FicAlb1.5_Genomic.fna,21428,0.4284001697828674,9395606,16939046,15072731,181360118,181389636,242018035,241986670
00025GCF_000277835.1_GeoFor_1.0_Genomic.fna,27239,0.42703580941672803,9309636,16914712,14972985,179429286,179588214,240920205,240782188
00026GCF_000281125.2_ASM28112v3_Genomic.fna,9857,0.4324025455524556,20254154,28316071,27427890,328512127,328494909,431256369,431170379
00027GCF_000281125.3_ASM28112v4_Genomic.fna,7094,0.4327002982247074,20285850,28374213,27463140,329569923,329562591,432052868,432114964
00028GCF_000313675.1_ASM31367v1_Genomic.fna,7189,0.4304681129008754,4682372,9951158,8559988,102035008,102102537,135058073,135026604
00029GCF_000331425.1_PseHum1.0_Genomic.fna,5406,0.4312769606179751,9235801,16620528,14685382,179650752,179161235,236289984,236873812
00030GCF_000337935.1_Cliv_1.0_Genomic.fna,14923,0.4317940942237571,10378318,17240450,15712560,189497096,189418917,249271016,249351636
00031GCF_000337955.1_F_peregrinus_v1.0_Genomic.fna,7021,0.4336481154592265,11587943,18224652,16971926,204635895,204469862,267056096,267243047
00032GCF_000337975.1_F_cherrug_v1.0_Genomic.fna,5863,0.4331797416909401,11564618,18175466,16977816,203798124,204255894,267236534,266706450
00033GCF_000344595.1_CheMyd_1.0_Genomic.fna,140023,0.43722086952865186,19480539,28200037,26297634,326736227,327145213,420854273,420804609
00034GCF_000355885.1_BGI_duck_1.0_Genomic.fna,78488,0.43097100972747815,10456470,16728018,15557490,184994710,185274083,244563602,244317721
00035GCF_000372685.1_Astyanax_mexicanus-1.0.2_Genomic.fna,10735,0.4148345028158342,7726021,11954279,12785703,124500724,124467078,175676883,175517067
00036GCF_000385455.1_Zonotrichia_albicollis-1.0.1_Genomic.fna,6018,0.42677229541241585,8849025,16448581,14456351,173599553,173351521,232864121,233150121
00037GCF_000455745.1_ASM45574v1_Genomic.fna,9317,0.43260126218734235,20545792,28834417,27896173,334864431,334822611,439043177,439316679
00038GCF_000485575.1_Poecilia_formosa-5.1.2_Genomic.fna,3985,0.42637474232144024,5409933,11048408,9978209,111570820,111675489,150143426,150202042
00039GCF_000523025.1_Cse_v1.0_Genomic.fna,29643,0.4367927000453075,3402078,7226882,6003635,72813150,72885524,93893938,93972198
00040GCF_000534875.1_SCA1_Genomic.fna,304400,0.4301415821842359,9676579,17771509,15663284,191779582,192130167,254677328,253932421
00041GCF_000633615.1_Guppy_female_1.0_MT_Genomic.fna,2768,0.4251744260256462,4972093,10112752,9214124,102213734,102187319,138172404,138172892
00042GCF_000687185.1_ASM68718v1_Genomic.fna,11791,0.43776542798996393,11287354,17776509,16552427,204311443,204283575,262354024,262416162
00043GCF_000687205.1_ASM68720v1_Genomic.fna,62122,0.4245990480512447,11517976,18105740,16806012,192931633,192980722,261508062,261466112
00044GCF_000687285.1_ASM68728v1_Genomic.fna,66785,0.43370502508104664,11465463,17764252,16657257,200556864,200682049,262102278,261801221
00045GCF_000687375.1_ASM68737v1_Genomic.fna,63982,0.43109895684813593,11722642,18060153,16943159,201499578,201318460,265812016,265768027
00046GCF_000690535.1_ASM69053v1_Genomic.fna,53474,0.43158777936177256,11562619,17950292,16692183,199657711,199635871,262973376,262906555
00047GCF_000690715.1_ASM69071v1_Genomic.fna,70188,0.4192606653564847,10864639,17836991,16111152,181858510,181864780,251967440,251844243
00048GCF_000690725.1_Stegastes_partitus-1.0.2_Genomic.fna,5818,0.43808192918181416,5668803,12166918,10164566,124118055,124258047,159495554,159091018
00049GCF_000690775.1_ASM69077v1_Genomic.fna,62699,0.43870142530105244,10447432,17015561,15452439,193495317,193481838,247635624,247484093
00050GCF_000690835.1_ASM69083v1_Genomic.fna,57389,0.43210941957304944,11674590,17837283,16908774,200914890,200762388,263956629,263939159
00051GCF_000690875.1_ASM69087v1_Genomic.fna,61831,0.43125539862518536,11603856,17810372,16755335,198528590,198599514,262007266,261729865
00052GCF_000691405.1_ASM69140v1_Genomic.fna,50905,0.42809556581607916,11823768,18038243,17031564,198590102,198058445,264816840,265076672
00053GCF_000691785.1_ASM69178v1_Genomic.fna,57160,0.4351050032979022,11378542,17956372,16484817,201958906,201659789,261935123,262081332
00054GCF_000691845.1_ASM69184v1_Genomic.fna,53499,0.4286061105561486,10457678,17109134,15406576,183880127,183862150,245201752,245051851
00055GCF_000691975.1_ASM69197v1_Genomic.fna,10547,0.4304875291072033,9628404,17007630,15184019,184709041,184187924,243749330,244282048
00056GCF_000692015.1_ASM69201v2_Genomic.fna,92755,0.4253714165818567,10567915,18250264,16527882,193254107,193205543,261104598,260958598
00057GCF_000692075.1_ASM69207v1_Genomic.fna,10256,0.4377034835367251,11088147,17689449,16055463,201567191,201639135,258993542,258986143
00058GCF_000695195.1_ASM69519v1_Genomic.fna,59693,0.43259540588558776,10768434,16921164,15582906,188109277,187780516,246424507,246603372
00059GCF_000695765.1_ASM69576v1_Genomic.fna,67520,0.4299156798041148,10527783,17313424,15879697,188845490,188678132,250327092,250283394
00060GCF_000695815.1_ASM69581v1_Genomic.fna,53875,0.42272552148085,10250760,17307107,15244196,179033690,178764380,244262305,244347168
00061GCF_000696875.1_ASM69687v1_Genomic.fna,42180,0.4236944708637529,10787719,17164563,16040776,182725137,182964588,248894825,248513154
00062GCF_000698965.1_ASM69896v1_Genomic.fna,6915,0.431205338919267,13114965,18661346,17930712,209347145,209367631,276189995,276128605
00063GCF_000699005.1_ASM69900v1_Genomic.fna,31254,0.4287175024311249,9420418,16244626,14206867,172707010,172727469,230241095,230063583
00064GCF_000699085.1_ASM69908v1_Genomic.fna,54736,0.42360204015321556,10113895,17386152,15643254,181616990,181931177,247519264,247163013
00065GCF_000699105.1_ASM69910v1_Genomic.fna,19265,0.4331122003571862,11802361,18154226,17080386,204202504,204533269,267679515,267302697
00066GCF_000699145.1_ASM69914v1_Genomic.fna,10672,0.4349114321869477,11986333,18443766,17304366,209077546,209326397,271943835,271696243
00067GCF_000699245.1_ASM69924v1_Genomic.fna,58607,0.432157576830947,10435315,16858704,15403550,186907626,186598996,245264579,245512204
00068GCF_000700745.1_ASM70074v1_Genomic.fna,70122,0.42519694524418444,10973654,17844224,16270238,189454056,189396557,256035815,256113889
00069GCF_000703405.1_ASM70340v1_Genomic.fna,54728,0.4311954094309634,10459870,16793129,15450013,184765281,184914283,243954293,243702645
00070GCF_000705375.1_ASM70537v2_Genomic.fna,82514,0.43677118934738207,10458527,15735601,14806039,181474433,181689240,234266589,234043246
00071GCF_000708025.1_ASM70802v2_Genomic.fna,15167,0.43582231176421354,11540830,18270311,17035198,207860024,207787947,269004352,269057388
00072GCF_000708225.1_ASM70822v1_Genomic.fna,59555,0.4364990751741291,11910462,18516394,17274046,211189323,210704872,272133066,272513607
00073GCF_000708925.1_ASM70892v1_Genomic.fna,64312,0.4308426445545945,11674407,18019254,16918423,200264365,199700125,263946810,264419484
00074GCF_000709325.1_ASM70932v1_Genomic.fna,14930,0.42846943268327314,11106716,17694348,16398695,193317988,193534093,258170375,257847274
00075GCF_000709365.1_ASM70936v1_Genomic.fna,59587,0.4323850133945231,11176072,17932865,16331362,198287707,198124688,260152057,260239745
00076GCF_000709895.1_ASM70989v1_Genomic.fna,53491,0.43132959522465575,11432846,17769207,16525107,197348625,197203786,260074549,260108350
00077GCF_000710305.1_ASM71030v1_Genomic.fna,62257,0.44055561873284993,10079159,16784054,14929306,190273203,190140884,241481349,241591649
00078GCF_000721915.2_ASM72191v2_Genomic.fna,1520,0.4323751458407584,7953745,12481732,11443475,135449523,135538797,177884044,177871154
00079GCF_000721915.3_Eluc_V3_Genomic.fna,1019,0.43237520153731623,7960391,12484062,11446147,135519491,135467348,177841401,177911772
00080GCF_000732505.1_C_variegatus-1.0_Genomic.fna,9259,0.4116150353953266,7445720,12698497,13184087,127636192,127795182,182605792,182521735
00081GCF_000735185.1_NC01_Genomic.fna,38657,0.42301852857038674,4861378,9065377,8689070,93186599,93225704,127132816,127126602
00082GCF_000737465.1_Haliaeetus_leucocephalus-4.0_Genomic.fna,1023,0.43385939196855583,11835339,18165163,17079360,205268550,205410431,267955248,267937376
00083GCF_000738735.1_Hooded_Crow_genome_Genomic.fna,1299,0.4287331264939558,9411900,16610161,14885168,178537588,178752562,238519721,237552722
00084GCF_000738735.2_ASM73873v2_Genomic.fna,113,0.4283567582597802,9357913,16470707,14755060,176941860,176996345,236189241,236142242
00085GCF_000742935.1_ASM74293v1_Genomic.fna,10266,0.43130389863246466,4908404,10401093,8671981,101714882,101736739,134129213,134132085
00086GCF_000747805.1_ChaPel_1.0_Genomic.fna,19072,0.42428278682741244,10446901,17236516,15672919,182365797,182193394,247228205,247448949
00087GCF_000766835.1_Aquila_chrysaetos-1.0.2_Genomic.fna,1142,0.43525787547271716,11991927,18390233,17320769,209421223,209573840,271831308,271810003
00088GCF_000788275.1_BP.fa_Genomic.fna,16620,0.41716076397176266,5550041,10012754,9894971,103183469,103129658,144093462,144158444
00089GCF_000826765.1_Fundulus_heteroclitus-3.0.2_Genomic.fna,10180,0.4333956437214986,7203853,13417850,12664065,145298523,145643240,190202893,190162883
00090GCF_000935625.1_ASM93562v1_Genomic.fna,25188,0.42422530714128337,15929919,22307990,23188086,258964299,259103154,351748808,351392008
00091GCF_000951615.1_common_carp_genome_Genomic.fna,9378,0.40728484635272694,11783131,22636271,21205534,212035599,212119428,308602681,308663378
00092GCF_000966335.1_ASM96633v1_Genomic.fna,6915,0.4455327630014962,5908547,10729134,8777354,114738776,114814419,142981315,142698519
00093GCF_000971095.1_AnsCyg_PRJNA183603_v1.0_Genomic.fna,7593,0.43379072837147326,10650267,16768477,15712577,188944517,189076243,246741052,246673964
00094GCF_000972845.1_L_crocea_1.0_Genomic.fna,6014,0.43259858971283105,5255869,11135861,9220989,109495016,109499959,143572559,143663832
00095GCF_001039765.1_AptMant0_Genomic.fna,24720,0.43190142000362763,13988244,20857942,19867537,234966098,234963589,309159040,308959761
00096GCF_001077635.1_Thamnophis_sirtalis-6.0_Genomic.fna,7930,0.40001919025331734,9753822,14412306,15336749,148808670,148739978,223120811,223166475
00097GCF_001266775.1_Austrofundulus_limnaeus-1.0_Genomic.fna,29785,0.4227595037474047,4479176,9779241,8764893,95695544,95746337,130813460,130583399
00098GCF_001431845.1_ASM143184v1_Genomic.fna,3753,0.43689597942981456,10977298,18093945,16611716,205097785,205120775,264404068,264316111
00099GCF_001443285.1_P_latipinna-1.0_Genomic.fna,17988,0.4264848960953904,5172013,10555291,9536175,106671257,106643412,143358517,143496154
00100GCF_001443325.1_P_mexicana-1.0_Genomic.fna,18105,0.4266521846316064,5178422,10572385,9546584,106865454,106868252,143556011,143665660
00101GCF_001447265.1_Sturnus_vulgaris-1.0_Genomic.fna,2361,0.42906339412531813,9200229,16376484,14581297,175904035,175666894,233769797,234050846
00102GCF_001447785.1_Gekko_japonicus_V1.1_Genomic.fna,191500,0.4409012309525959,16870779,26079549,23768560,317336656,316895320,402168159,402089784
00103GCF_001465895.1_Nfu_20140520_Genomic.fna,5897,0.4326959513892105,5436418,10826239,9650824,112348669,112350490,147388767,147212424
00104GCF_001515605.1_SAMN03320099.WGS_v1.1_Genomic.fna,85682,0.40947921587663216,10246798,19976363,18462238,188468581,188576979,272117636,271629717
00105GCF_001515625.1_SAMN03320098_v1.1_Genomic.fna,164173,0.40985190374610375,10412732,20372387,18760953,192023225,192285697,276997378,276371233
00106GCF_001515645.1_SAMN03320097.WGS_v1.1_Genomic.fna,31277,0.4086807530378132,10343249,20143812,18703662,189681898,189810261,274786636,274299701
00107GCF_001522545.1_Parus_major1.0.3_Genomic.fna,1676,0.42939252640489944,9045984,16352206,14465973,174959807,175068678,232602117,232540747
00108GCF_001522545.2_Parus_major1.1_Genomic.fna,1675,0.4293925269316507,9046042,16350491,14464739,174948923,175079562,232595992,232546871
00109GCF_001527695.1_P.Mucros_1.0_Genomic.fna,52281,0.40094323391364967,12657323,18628365,19782149,192972461,193099462,288455311,288381952
00110GCF_001527695.2_P.Mucros_1.0_Genomic.fna,52280,0.4009432209857801,12657283,18628328,19782116,192972111,193099225,288454888,288381529
00111GCF_001577835.1_Coturnix_japonica_2.0_Genomic.fna,2012,0.4261006835538922,8947266,14943987,13612640,157970205,157726932,212457788,212743058
00112GCF_001604755.1_Lepidothrix_coronata-1.0_Genomic.fna,4612,0.43068187902857263,9809001,17040656,15323411,184911939,184856557,244335034,244461722
00113GCF_001624265.1_ASM162426v1_Genomic.fna,4819,0.4542674340440831,5390043,10854301,9094524,127348000,127369547,152948634,153055385
00114GCF_001640805.1_ASM164080v1_Genomic.fna,3808,0.421965988421327,5551779,11542402,9923237,108285637,108279663,148344225,148319754
00115GCF_001642345.1_ASM164234v2_Genomic.fna,57334,0.40495542943405005,21401111,39321468,35469065,366083057,365739886,537557482,537788685
00116GCF_001649575.1_ASM164957v1_Genomic.fna,3073,0.4294264233627009,4511189,9833499,8749970,98840257,98826181,131335119,131301832
00117GCF_001660625.1_IpCoco_1.2_Genomic.fna,9341,0.41954478858746275,6142550,10600328,10167259,107515414,107484213,148713681,148745988
00118GCF_001663975.1_Xenopus_laevis_v2_Genomic.fna,108033,0.40554233444442506,19549848,26207060,30654498,292925986,292856552,429551809,429108041
00119GCF_001682695.1_Pygocentrus_nattereri-1.0.2_Genomic.fna,283518,0.41725270045055485,9957304,17330570,16544638,170431890,170469190,238071725,238040673
00120GCF_001715985.1_ASM171598v1_Genomic.fna,15315,0.4268043781678769,10512783,18415283,16773369,197643761,197407718,265169158,265382518
00121GCF_001723895.1_CroPor_comp1_Genomic.fna,70,0.4303123589599159,18905690,26415983,25837387,304190248,304056740,402647336,402606765
00122GCF_001723915.1_GavGan_comp1_Genomic.fna,81,0.429240553880903,18750098,26280026,25767757,301157574,301324285,400647153,400470563
00123GCF_001858045.1_ASM185804v2_Genomic.fna,2567,0.4273406880638716,7733937,15210178,13512736,152794496,152527199,204561864,204585490
00124GCF_001891065.1_H_comes_QL1_v1_Genomic.fna,37377,0.4564324182315627,2893924,7041011,5024425,77668084,77742240,92617191,92461718
00125GCF_001952655.1_M_albus_1.0_Genomic.fna,20622,0.42191184951570176,5543458,10457664,9225736,101830509,101815836,139515184,139513573
00126GCF_001970005.1_Flounder_ref_guided_V1.0_Genomic.fna,9525,0.43413010208905295,3904573,9323279,7376344,89810799,89753226,116960050,117093926
00127GCF_002021735.1_Okis_V1_Genomic.fna,21247,0.43465489405590396,16921015,23628241,21076379,260214940,260445367,338673801,338536465
00128GCF_002078875.1_NumMel1.0_Genomic.fna,2466,0.431090479554651,9919853,16184357,14647859,176559717,176466512,232860385,233027850
00129GCF_002109545.1_ASM210954v1_Genomic.fna,30414,0.42501070595979645,6713723,13549383,11678803,132819292,132779653,179610074,179713933
00130GCF_002163495.1_Omyk_1.0_Genomic.fna,131961,0.43083391201604665,13366282,19994238,17605643,213708668,213913774,282571902,282351577
00131GCF_002197715.1_LonStrDom1_Genomic.fna,3014,0.4295919954563418,9242080,16398654,14722742,177063202,178268628,236647361,235158730
00132GCF_900067755.1_pvi1.1_Genomic.fna,13749,0.4236896899369799,14313415,21921306,20109277,242513686,242277991,329511079,329911249
00133GCF_900080235.1_BallGen_V1_Genomic.fna,13466,0.42125013354510804,5729998,12606198,11110543,119570565,119483054,164195166,164237371
