provided by Gürkan Korkmaz,http://orcid.org/0000-0003-1911-027X
Sequence,TotalCDS,Uncounted,%Uncounted,TGA,TAG,TAA,%TGA,%TAG,%TAA,CDSGC,OffTGA,OffTAG,OffTAA,%OffTGA,%OffTAG,%OffTAA,CDS Gs,CDS Cs,CDS As,CDS Ts
00014GCF_000230535.1_PelSin_1.0_CDS.fna,33854,2157,0.06371477521120104,13523,6795,11379,0.426633435340884,0.21437360002523898,0.35899296463387703,0.4743854366309968,1337103,455231,639147,0.5499129954130836,0.1872237537533709,0.2628632508335455,14970049,14152824,17834668,14433199
00015GCF_000233375.1_ICSASG_v2_CDS.fna,103007,11776,0.11432232760880329,44471,23139,23621,0.48745492212077035,0.2536308930078592,0.25891418487137047,0.5514955162312231,3821483,1005543,1137589,0.640692316268527,0.16858472843595101,0.190722955295522,55412127,55663986,50894054,39438747
00016GCF_000238935.1_Melopsittacus_undulatus_6.3_CDS.fna,17908,1832,0.10230064775519321,7208,3433,5435,0.44837024135357056,0.213548146305051,0.33808161234137846,0.4889717714489398,669974,187152,272822,0.592924630159972,0.16562886079713401,0.241446509042894,7631443,7145547,8481950,6961598
00017GCF_000238955.2_M_zebra_UMD1_CDS.fna,43727,2216,0.05067807075719807,20697,8699,12115,0.49859073498590734,0.20955891209558913,0.29185035291850353,0.5209532326477164,1874938,436855,663316,0.6302081705241724,0.14683663690977372,0.2229551925660539,24321532,23989028,24677547,19746820
00018GCF_000239375.1_PunNye1.0_CDS.fna,39151,1932,0.04934739853388164,18439,7840,10940,0.4954190064214514,0.21064510062065075,0.29393589295789785,0.5231612904954538,1603233,377273,564519,0.6299478394121866,0.14823940825728626,0.22181275233052722,21106322,20871023,21220179,17040341
00019GCF_000239395.1_NeoBri1.0_CDS.fna,32206,2244,0.06967645780289387,14651,6214,9097,0.48898604899539416,0.20739603497763834,0.30361791602696747,0.5209869652165243,1184639,278122,424219,0.6277962670510552,0.14739000943306235,0.22481372351588252,15471886,15241795,15633161,12606036
00020GCF_000239415.1_AstBur1.0_CDS.fna,47697,5327,0.11168417300878462,21218,8860,12292,0.5007788529620014,0.20911021949492564,0.29011092754307294,0.5217500155069359,1887547,446058,669250,0.628584130768885,0.14854463502233708,0.22287123420877797,24667106,24355459,24977373,19958018
00021GCF_000241075.1_Xiphophorus_maculatus-4.4.2_CDS.fna,24621,2742,0.11136834409650298,11150,4514,6215,0.509621097856392,0.20631655925773573,0.2840623428858723,0.5354281936748054,764293,150709,252687,0.654534726284139,0.12906604412647546,0.21639922958938554,10876349,10699719,10323536,8397243
00022GCF_000241765.3_Chrysemys_picta_bellii-3.0.3_CDS.fna,43626,2614,0.0599183972860221,17752,9138,14122,0.43284892226665367,0.22281283526772652,0.34433824246561984,0.4820837313808623,1965283,645822,911806,0.5578576921188187,0.18332055507505016,0.25882175280613107,22393960,21118086,26042957,20703272
00023GCF_000242695.1_LepOcu1_CDS.fna,42003,1649,0.03925910054043759,19441,9145,11768,0.4817614115081528,0.226619418149378,0.29161917034246915,0.5329374661257439,1693284,392665,587473,0.6333769977205245,0.14687729808462713,0.2197457041948484,23921215,23004861,22935692,18189981
00024GCF_000247815.1_FicAlb1.5_CDS.fna,27144,1686,0.0621131741821397,12485,5451,7522,0.4904155864561238,0.21411736978552912,0.2954670437583471,0.5138724690160067,1066919,251821,389056,0.6247344530611384,0.14745379424708807,0.22781175269177348,13535840,12913862,13913618,11108015
00025GCF_000277835.1_GeoFor_1.0_CDS.fna,17268,1298,0.07516794069955988,7556,3385,5029,0.4731371321227301,0.21195992485911083,0.314902943018159,0.5077647599939462,632432,143897,225446,0.6313114222255497,0.14364203538718776,0.2250465423872626,7700571,7313284,8038515,6516155
00026GCF_000281125.2_ASM28112v3_CDS.fna,31207,2137,0.0684782260390297,12966,6393,9711,0.4460268317853457,0.21991744066047472,0.33405572755417956,0.49019023085893126,1192496,371102,524530,0.5710837649799246,0.17771994820240905,0.25119628681766637,14024548,13303376,15765453,12656253
00027GCF_000281125.3_ASM28112v4_CDS.fna,43169,2176,0.050406541731334985,18609,8981,13403,0.45395555338716365,0.2190861854462957,0.32695826116654064,0.4923014117410037,1807652,565751,788708,0.5716598816423586,0.1789156041644332,0.24942451419320827,21485757,20406736,23939646,19263073
00028GCF_000313675.1_ASM31367v1_CDS.fna,42933,4679,0.1089837654019053,20503,7421,10330,0.5359700946306268,0.19399278506822815,0.27003712030114496,0.5306100013465039,1537536,303690,490939,0.6592741079640592,0.13021805918534923,0.21050783285059163,21243776,21133968,20798881,16689461
00029GCF_000331425.1_PseHum1.0_CDS.fna,27834,1177,0.04228641230150176,13182,5517,7958,0.49450425779345014,0.20696252391491915,0.2985332182916307,0.5135702832204225,1191590,283862,439149,0.6223698828110922,0.14826170047962997,0.2293684167092778,15061848,14311583,15491357,12329781
00030GCF_000337935.1_Cliv_1.0_CDS.fna,19401,1772,0.09133549817019741,8197,3797,5635,0.46497248851324524,0.21538374269669294,0.31964376879006184,0.5007192074938781,700081,187730,285219,0.5968142332250667,0.16003853268884854,0.24314723408608477,8663147,8202184,9294706,7522176
00031GCF_000337955.1_F_peregrinus_v1.0_CDS.fna,22064,1226,0.05556562726613488,9330,4609,6899,0.4477397063057875,0.22118245513005086,0.3310778385641616,0.48587055580834826,864147,258312,373945,0.5774824178497251,0.17262183207208748,0.24989575007818743,9930078,9278296,11204348,9121211
00032GCF_000337975.1_F_cherrug_v1.0_CDS.fna,21713,1246,0.05738497674204394,9157,4579,6731,0.4474031367567303,0.22372599794791614,0.3288708652953535,0.4839926975363741,856172,257081,371918,0.5764804187531267,0.17309858595407532,0.25042099529279793,9756105,9110591,11089767,9024902
00033GCF_000344595.1_CheMyd_1.0_CDS.fna,21106,1739,0.08239363214251871,8278,4178,6911,0.42742809934424536,0.21572778437548407,0.3568441162802706,0.4870647176087653,750773,236376,335707,0.5675394751960909,0.17868611549556415,0.253774409308345,8745423,8255871,9852140,8052182
00034GCF_000355885.1_BGI_duck_1.0_CDS.fna,32174,2907,0.0903524585068689,12892,6216,10159,0.4404961219120511,0.21238938053097345,0.34711449755697543,0.4768977242075232,1332580,417708,613049,0.5638552605912741,0.17674500081875755,0.25939973858996834,15070792,14110110,17810087,14198026
00035GCF_000372685.1_Astyanax_mexicanus-1.0.2_CDS.fna,34148,2163,0.06334192339229237,15022,6546,10417,0.4696576520243864,0.2046584336407691,0.32568391433484445,0.5242890528522688,1236862,290404,488447,0.6136101716861477,0.14407011315598997,0.24231971515786224,16386727,15941562,16209701,13123204
00036GCF_000385455.1_Zonotrichia_albicollis-1.0.1_CDS.fna,26867,4440,0.16525849555216438,10649,4932,6846,0.4748294466491283,0.21991349712400232,0.3052570562268694,0.5033227689238252,1021093,243880,376656,0.6219998550220543,0.1485597537567867,0.22944039122115897,12268950,11623503,13089908,10487085
00037GCF_000455745.1_ASM45574v1_CDS.fna,29208,1913,0.06549575458778417,12147,6098,9050,0.44502656164132626,0.2234108811137571,0.3315625572449167,0.4892405740124757,1064579,329906,465718,0.5722918412667864,0.17734946132223203,0.2503586974109815,12467189,11862233,14021808,11377724
00038GCF_000485575.1_Poecilia_formosa-5.1.2_CDS.fna,49941,1788,0.03580224665104824,24884,10141,13128,0.5167694640001661,0.21059954727638985,0.27263098872344405,0.5391737767827662,2059457,403066,678830,0.6555955347902639,0.12830968057394376,0.2160947846357923,29838944,29666366,28460186,22398384
00039GCF_000523025.1_Cse_v1.0_CDS.fna,37504,1926,0.05135452218430034,18419,7236,9923,0.517707572095115,0.20338411377817753,0.2789083141267075,0.5248494532567656,1488682,305545,479902,0.6546163388268651,0.13435693401737545,0.2110267271557594,19596536,19551526,19721076,15719988
00040GCF_000534875.1_SCA1_CDS.fna,30859,2285,0.07404646942545125,13893,6105,8576,0.48621124098831103,0.21365577098061175,0.3001329880310772,0.5052087859511505,1317287,318011,486256,0.6209066561586459,0.14989531258690564,0.2291980312544484,15932728,15059065,16895936,13456796
00041GCF_000633615.1_Guppy_female_1.0_MT_CDS.fna,44063,1634,0.03708326714023103,22067,8909,11453,0.5200923896391619,0.20997431002380448,0.2699333003370336,0.5395266037672461,1782331,356250,591016,0.6529648882234264,0.13051377181320173,0.2165213399633719,26092231,26053510,24866995,19638181
00042GCF_000687185.1_ASM68718v1_CDS.fna,16577,1455,0.08777221451408578,6625,3242,5255,0.43810342547282105,0.21438963100119032,0.3475069435259886,0.48784651155611697,603945,178411,261422,0.5786144180084271,0.17092810923395588,0.25045747275761704,7068947,6648410,7920130,6480695
00043GCF_000687205.1_ASM68720v1_CDS.fna,19509,8001,0.4101184068891281,4697,2478,4333,0.4081508515815085,0.21532846715328466,0.3765206812652068,0.46624886854517483,501273,155322,230307,0.56519547819263,0.1751287064410724,0.2596758153662975,5321277,4896739,6424184,5273169
00044GCF_000687285.1_ASM68728v1_CDS.fna,20721,7825,0.37763621446841367,5417,2809,4670,0.420052729528536,0.2178194789081886,0.36212779156327546,0.475751702442919,532805,162987,237137,0.571109912973013,0.17470461310560612,0.25418547392138097,5888786,5461102,6871164,5635695
00045GCF_000687375.1_ASM68737v1_CDS.fna,21345,8735,0.4092293277114078,5250,2796,4564,0.41633624107850914,0.22172878667724027,0.3619349722442506,0.47717467027908933,512566,155786,227119,0.5723982127841103,0.17397101637015605,0.2536307708457337,5710161,5307251,6632300,5439133
00046GCF_000690535.1_ASM69053v1_CDS.fna,20617,7744,0.37561235873308435,5435,2819,4619,0.4222015070302183,0.21898547347160724,0.35881301949817446,0.47671028574841245,527404,159883,233870,0.5725451795947922,0.17356758945543485,0.25388723094977295,5870297,5456419,6830767,5602684
00047GCF_000690715.1_ASM69071v1_CDS.fna,21219,9622,0.4534615203355483,5101,2493,4003,0.4398551349486936,0.21496938863499182,0.3451754764163146,0.4817377831417824,486476,134753,200292,0.5921650207359276,0.164028673643157,0.24380630562091535,5417209,5068931,6213797,5067382
00048GCF_000690725.1_Stegastes_partitus-1.0.2_CDS.fna,32287,1987,0.06154179700808375,15531,6636,8133,0.5125742574257426,0.219009900990099,0.26841584158415843,0.5430595110209842,1211333,227396,350640,0.6769609845705385,0.1270816695717876,0.19595734585767385,17367181,17345562,16371498,12836457
00049GCF_000690775.1_ASM69077v1_CDS.fna,20598,8810,0.4277114282940091,5063,2650,4075,0.42950458092975907,0.22480488632507634,0.3456905327451646,0.4887226278790798,471157,136947,203785,0.5803219405608402,0.16867699894936378,0.25100106048979604,5585335,5228266,6221462,5091191
00050GCF_000690835.1_ASM69083v1_CDS.fna,20968,8249,0.3934090041968714,5326,2744,4649,0.41874361191917603,0.21574023115024765,0.3655161569305763,0.47541402906806157,519665,161376,235745,0.566833481314069,0.17602363037829985,0.2571428883076312,5797597,5380824,6780365,5554237
00051GCF_000690875.1_ASM69087v1_CDS.fna,20345,8114,0.3988203489800934,5032,2651,4548,0.4114136211266454,0.2167443381571417,0.3718420407162129,0.4712282793143881,506019,157736,230574,0.5658085559117506,0.176373571694533,0.2578178723937164,5514433,5096872,6542828,5364263
00052GCF_000691405.1_ASM69140v1_CDS.fna,23387,7257,0.31030059434728696,6881,3444,5805,0.42659640421574707,0.2135151890886547,0.35988840669559824,0.4642373934337422,675473,215114,312643,0.5613831104610091,0.1787804492906593,0.2598364402483316,7132879,6525402,8672190,7090427
00053GCF_000691785.1_ASM69178v1_CDS.fna,21002,8182,0.389581944576707,5453,2879,4488,0.42535101404056164,0.22457098283931357,0.3500780031201248,0.4848681278159182,524010,155687,226525,0.5782357965266789,0.1717978596855958,0.2499663437877253,6051707,5640308,6828561,5593228
00054GCF_000691845.1_ASM69184v1_CDS.fna,20819,9401,0.4515586723665882,5071,2614,3733,0.4441233140655106,0.22893676650902084,0.3269399194254686,0.48993634492528815,476511,129515,193384,0.5960783577888693,0.16201323476063598,0.24190840745049474,5492684,5160754,6114866,4976231
00055GCF_000691975.1_ASM69197v1_CDS.fna,30281,1947,0.06429774446022259,13498,6017,8819,0.47638879085197994,0.21235970918331334,0.3112514999647067,0.49314956379048497,1306959,340275,522056,0.6024823790272393,0.15686007864324272,0.24065754232951794,15326976,14433137,16980453,13606467
00056GCF_000692015.1_ASM69201v2_CDS.fna,16520,1786,0.10811138014527845,6863,3202,4669,0.4657934030134383,0.21732048323605266,0.316886113750509,0.5013071520682258,573179,141201,219989,0.6134396582078386,0.1511190974871812,0.23544124430498015,6957769,6585729,7437377,6035492
00057GCF_000692075.1_ASM69207v1_CDS.fna,15599,1537,0.0985319571767421,6161,3085,4816,0.43813113355141514,0.21938557815388993,0.34248328829469493,0.48612636170241275,569272,168428,244783,0.5794217304523335,0.17143095605725495,0.24914731349041153,6641281,6166191,7439511,6098990
00058GCF_000695195.1_ASM69519v1_CDS.fna,20323,8037,0.3954632682182749,5202,2647,4437,0.42340875793586197,0.21544847794237343,0.3611427641217646,0.4781792316220183,501094,150429,221969,0.5736675321582796,0.17221565852921378,0.2541168093125066,5607652,5211320,6490285,5316092
00059GCF_000695765.1_ASM69576v1_CDS.fna,21541,8663,0.4021633164662736,5603,2800,4475,0.43508308743593727,0.21742506600403788,0.34749184656002485,0.4909171623135572,508669,139982,211778,0.5911806784755047,0.16268861230851123,0.24613070921598412,5984660,5627876,6621868,5420373
00060GCF_000695815.1_ASM69581v1_CDS.fna,21067,8379,0.39773104855935826,5732,2954,4002,0.45176544766708704,0.2328184110970996,0.31541614123581335,0.49152990037635297,528193,132076,193292,0.6188110750139709,0.15473527961094755,0.22645364537508156,5994767,5625281,6614443,5406081
00061GCF_000696875.1_ASM69687v1_CDS.fna,20299,7470,0.36799842356766344,5560,2828,4441,0.433393093771923,0.22043806999766155,0.34616883623041544,0.4808768799100643,542752,152435,225369,0.5895915077409739,0.16559014334815048,0.2448183489108756,5999269,5594511,6883603,5632281
00062GCF_000698965.1_ASM69896v1_CDS.fna,26150,1636,0.06256214149139579,10427,5499,8588,0.42534878028881457,0.2243207962796769,0.35033042343150855,0.4724192567821235,1094752,364081,509512,0.556178921886153,0.18496808232296674,0.25885299579088017,12129512,11275782,14405667,11732519
00063GCF_000699005.1_ASM69900v1_CDS.fna,16643,1728,0.10382743495763985,6943,3430,4542,0.4655045256453235,0.22996982903117666,0.30452564532349985,0.5062256333294386,594098,149271,210941,0.6225419412979011,0.15641772589619726,0.22104033280590166,7165316,6824402,7515849,6129774
00064GCF_000699085.1_ASM69908v1_CDS.fna,17130,1725,0.10070052539404553,7108,3250,5047,0.4614086335605323,0.2109704641350211,0.3276209023044466,0.4922818000064515,638287,156392,237980,0.6181004571693076,0.15144592745523933,0.23045361537545309,7201183,6823733,7956713,6507980
00065GCF_000699105.1_ASM69910v1_CDS.fna,17533,1405,0.08013460331945474,6870,3482,5776,0.4259672619047619,0.21589781746031747,0.35813492063492064,0.4794067901667855,677533,209280,307322,0.5673839222533466,0.17525656646861537,0.2573595112780381,7683943,7150558,8929397,7179554
00066GCF_000699145.1_ASM69914v1_CDS.fna,19610,1290,0.06578276389597144,7970,4005,6345,0.43504366812227074,0.21861353711790393,0.3463427947598253,0.48803403205078427,763668,231586,336781,0.5733092598918197,0.17385879500163284,0.2528319451065475,8969479,8420522,10112968,8129794
00067GCF_000699245.1_ASM69924v1_CDS.fna,20835,8511,0.40849532037437003,5204,2747,4373,0.4222654982148653,0.22289840960727036,0.3548360921778643,0.4790444226569702,503776,148135,220091,0.5777234455884276,0.16987919752477632,0.25239735688679615,5654766,5272358,6533218,5349910
00068GCF_000700745.1_ASM70074v1_CDS.fna,21793,9364,0.42967925480658925,5270,2676,4483,0.4240083675275565,0.2153029205889452,0.36068871188349827,0.47636964277590677,523080,150305,225082,0.5821916664718905,0.16729050705256843,0.2505178264755411,5715243,5342615,6671692,5483218
00069GCF_000703405.1_ASM70340v1_CDS.fna,19877,7788,0.39180962921970114,5128,2627,4334,0.4241872776904624,0.21730498800562495,0.35850773430391264,0.48233484180338354,488191,143518,213852,0.5773575176716996,0.16973110160000285,0.25291138072829755,5619863,5241120,6411769,5244765
00070GCF_000705375.1_ASM70537v2_CDS.fna,20137,4355,0.21626856036152356,6916,3639,5227,0.4382207578253707,0.23057914079330882,0.3312001013813205,0.4959419518306806,594190,179948,262693,0.5730827878410272,0.17355576752624102,0.25336144463273186,7388800,6976114,8049719,6550277
00071GCF_000708025.1_ASM70802v2_CDS.fna,17143,1567,0.09140757160356996,6742,3368,5466,0.43284540318438625,0.2162300975860298,0.35092449922958396,0.4878071542987926,623764,183535,270387,0.5787993905460403,0.1703047084215625,0.2508959010323972,7311923,6858208,8181993,6696509
00072GCF_000708225.1_ASM70822v1_CDS.fna,17729,1513,0.08534040272999041,7183,3542,5491,0.4429575727676369,0.2184262456832758,0.33861618154908735,0.49772521485851084,632352,186069,271809,0.5800170606202361,0.17066949175861973,0.24931344762114416,7790753,7369748,8415708,6883371
00073GCF_000708925.1_ASM70892v1_CDS.fna,20053,8195,0.4086670323642348,4951,2573,4334,0.4175240344071513,0.2169843143869118,0.3654916512059369,0.471252196506263,500959,153863,226672,0.5683067610216291,0.17454798331015298,0.25714525566821783,5421015,5010224,6434876,5269037
00074GCF_000709325.1_ASM70932v1_CDS.fna,17378,1313,0.07555529980435033,7232,3477,5356,0.4501711795829443,0.21643323996265174,0.333395580454404,0.49171124820494994,639893,178718,262260,0.5920160685225156,0.165346280916039,0.24263765056144534,7515150,7066284,8273194,6799837
00075GCF_000709365.1_ASM70936v1_CDS.fna,20552,7756,0.3773841961852861,5520,2793,4483,0.4313848077524226,0.21827133479212255,0.3503438574554548,0.4828891746665313,514619,153289,224910,0.5763985493124019,0.17169120694251236,0.2519102437450858,5934797,5544528,6762186,5530662
00076GCF_000709895.1_ASM70989v1_CDS.fna,20616,7713,0.3741268917345751,5447,2781,4675,0.4221498876230334,0.21553127179725645,0.36231884057971014,0.47749860621573387,527930,160303,234547,0.5721081948026615,0.17371746245042155,0.2541743427469169,5904097,5507625,6858914,5628328
00077GCF_000710305.1_ASM71030v1_CDS.fna,20048,7849,0.39151037509976055,5276,2782,4141,0.4324944667595705,0.22805147962947783,0.3394540536109517,0.487482316281949,504601,144509,213121,0.5852271607028743,0.16759893810359405,0.24717390119353166,5865086,5492063,6575572,5364840
00078GCF_000721915.2_ASM72191v2_CDS.fna,44084,1841,0.04176118319571727,20852,10264,11127,0.4936202447742821,0.24297516748337003,0.2634045877423478,0.5472484670776228,1633367,405304,525040,0.6371104231327166,0.15809270233657383,0.20479687453070958,23599701,23530756,21684392,17307744
00079GCF_000721915.3_Eluc_V3_CDS.fna,51839,1854,0.03576457879202917,24622,12097,13266,0.49258777633289985,0.24201260378113434,0.2653996198859658,0.5464593260859355,2053108,515020,663826,0.6352528532274903,0.15935251553704044,0.2053946312354693,29588194,29507858,27289659,21757840
00080GCF_000732505.1_C_variegatus-1.0_CDS.fna,37167,1977,0.053192348050690126,17303,7257,10630,0.49170218812162547,0.2062233589087809,0.3020744529695936,0.5211564025905107,1487912,345660,576253,0.617435705912255,0.14343780150010893,0.23912649258763602,19736603,19544567,20037470,16054453
00081GCF_000735185.1_NC01_CDS.fna,35046,6473,0.18470010842892198,13679,6077,8817,0.4787386693731845,0.212683302418367,0.30857802820844854,0.5399031360360352,885692,185546,290148,0.6505810989682573,0.136291984786093,0.21312691624564967,12623692,12569679,11995781,9473609
00082GCF_000737465.1_Haliaeetus_leucocephalus-4.0_CDS.fna,25608,1083,0.04229147141518275,11064,5294,8167,0.451131498470948,0.21586136595310906,0.3330071355759429,0.4889334407857865,1067750,328950,468717,0.5723921246563101,0.17634126846705053,0.2512666068766394,12557447,11745638,14039001,11364240
00083GCF_000738735.1_Hooded_Crow_genome_CDS.fna,30455,1639,0.053817107207355115,13462,6228,9126,0.46717101610216544,0.21612992781787896,0.3166990560799556,0.48893973642354854,1402147,371774,569227,0.5984030884946234,0.1586643267945516,0.24293258471082493,16113797,15167897,18155932,14541003
00084GCF_000738735.2_ASM73873v2_CDS.fna,30152,1475,0.048918811355797294,13299,6220,9158,0.46375143843498273,0.2168985598214597,0.31935000174355754,0.4869790701348695,1445759,383953,590776,0.5973006269810055,0.15862627701521345,0.24407309600378105,16457298,15453392,18665274,14951883
00085GCF_000742935.1_ASM74293v1_CDS.fna,28891,1913,0.06621439202519816,13607,5728,7643,0.5043739343168507,0.21232115056712877,0.28330491511602046,0.5343005315088352,994129,205514,308377,0.6592279943236827,0.1362806859325473,0.20449131974376997,13625335,13499491,13145004,10497153
00086GCF_000747805.1_ChaPel_1.0_CDS.fna,16773,1685,0.10045907112621474,6887,3280,4921,0.45645546129374337,0.21739130434782608,0.3261532343584305,0.49181754662546545,624370,163067,241965,0.6065366105758488,0.1584094454838829,0.23505394394026824,7125730,6720523,7868749,6438229
00087GCF_000766835.1_Aquila_chrysaetos-1.0.2_CDS.fna,31627,1305,0.04126221266639264,13907,6637,9778,0.4586438889255326,0.218883978629378,0.3224721324450894,0.49163724256604757,1355671,421499,598309,0.5706937421884176,0.17743747682046443,0.251868780991118,16251815,15242335,18045131,14520451
00088GCF_000788275.1_BP.fa_CDS.fna,25677,1526,0.059430618841765,11455,4533,8163,0.4743074820918389,0.18769409134197343,0.3379984265661877,0.5201556101228331,866644,198964,325551,0.6229654554224212,0.14302031615365318,0.23401422842392566,11624399,11510457,11763200,9578742
00089GCF_000826765.1_Fundulus_heteroclitus-3.0.2_CDS.fna,34933,2843,0.08138436435462171,16372,6867,8851,0.5101900903708321,0.21399189778747274,0.27581801184169524,0.5496802369713216,1135918,225762,380649,0.6519537928829745,0.1295748391951233,0.21847136792190225,17715169,17663285,16207726,12775701
00090GCF_000935625.1_ASM93562v1_CDS.fna,25433,1833,0.07207171784689183,9987,4679,8934,0.4231779661016949,0.19826271186440678,0.3785593220338983,0.4738371807153728,904900,283184,456005,0.5503959943774334,0.17224371673309657,0.2773602888894701,10454946,9878701,12360686,10218397
00091GCF_000951615.1_common_carp_genome_CDS.fna,65699,4236,0.06447586721259076,29277,11593,20593,0.47633535623057777,0.18861754226119778,0.3350471015082245,0.5016427653643925,1757697,415638,698011,0.6121508867269915,0.1447537148083164,0.24309539846469216,20873687,20111617,22263197,18453672
00092GCF_000966335.1_ASM96633v1_CDS.fna,28985,1801,0.06213558737277902,13697,6119,7368,0.5038625662154208,0.2250956444967628,0.27104178928781636,0.5560139826145721,937607,191309,267802,0.6712929882768032,0.1369703834274349,0.19173662829576194,13949376,13833241,12284457,9900405
00093GCF_000971095.1_AnsCyg_PRJNA183603_v1.0_CDS.fna,32538,1846,0.05673366525293503,13535,6680,10477,0.4409943959337938,0.21764629219340545,0.3413593118728007,0.4792235013744343,1359340,428244,631099,0.5620166015968194,0.1770566874617302,0.26092671094145037,15598973,14625105,18202050,14642728
00094GCF_000972845.1_L_crocea_1.0_CDS.fna,41571,1807,0.04346780207356089,20012,8518,11234,0.5032692888039433,0.21421386178452873,0.282516849411528,0.5348247301722708,1660472,357220,526796,0.6525760781736837,0.14038973655996806,0.2070341852663483,22923643,22958731,22342346,17564832
00095GCF_001039765.1_AptMant0_CDS.fna,23941,2509,0.10479929827492586,9465,4608,7359,0.4416293393057111,0.21500559910414332,0.34336506159014557,0.4825325226647938,819161,257167,367595,0.5673162627092996,0.1781029874861748,0.2545807498045256,9453102,8839124,10782081,8834487
00096GCF_001077635.1_Thamnophis_sirtalis-6.0_CDS.fna,31429,9598,0.3053867447262083,9447,4322,8062,0.43273326920434246,0.19797535614493153,0.36929137465072603,0.4654274878340025,809790,283649,402409,0.5413584802733967,0.18962421315534733,0.2690173065712559,9074835,8743570,11165898,9299652
