provided by Gürkan Korkmaz,http://orcid.org/0000-0003-1911-027X
Sequence,TotalCDS,Uncounted,%Uncounted,TGA,TAG,TAA,%TGA,%TAG,%TAA,CDSGC,OffTGA,OffTAG,OffTAA,%OffTGA,%OffTAG,%OffTAA,CDS Gs,CDS Cs,CDS As,CDS Ts
00022GCF_000151265.2_Micromonas_pusilla_CCMP1545_v2.0_CDS.fna,11271,2432,0.2157749977819182,5630,1902,1307,0.6369498812082814,0.21518271297658106,0.14786740581513746,0.6741001233457832,129877,19688,27879,0.731932327945718,0.1109533148486283,0.15711435720565362,5028198,4328096,2491937,2031449
00023GCF_000151685.1_JCVI_RCG_1.1_CDS.fna,28350,1464,0.05164021164021164,11565,6619,8702,0.43014952019638475,0.24618760693297628,0.323662872870639,0.4266829745187372,950785,405701,530244,0.5039327301733687,0.21502864744823053,0.2810386223784007,9092875,7525620,11385500,10944114
00024GCF_000184155.1_FraVesHawaii_1.0_CDS.fna,31497,990,0.0314315649109439,13610,7972,8925,0.4461271183662766,0.261317074769725,0.2925558068639984,0.4499669569621094,1052968,399783,475251,0.5461446616756621,0.20735611270112791,0.24649922562320994,10662033,9007913,12309018,11735237
00025GCF_000188115.3_SL2.50_CDS.fna,36141,1166,0.03226252732353836,14066,8695,12214,0.40217298070050034,0.24860614724803431,0.34922087205146535,0.4211453426766023,1285265,530419,693285,0.5122681866535617,0.21140914853870255,0.27632266480773576,11799633,9676854,15169235,14349706
00026GCF_000208745.1_Criollo_cocoa_genome_V2_CDS.fna,30891,796,0.025768023048784436,13283,7295,9517,0.4413689981724539,0.2423990696128925,0.3162319322146536,0.43573295540179857,1097934,427469,555564,0.527607597813901,0.2054184424837107,0.26697395970238835,10652709,8914092,12902367,12436320
00027GCF_000219495.2_MedtrA17_4.0_CDS.fna,57898,2051,0.035424366990224186,22079,13333,20435,0.3953480043690798,0.23874156176697048,0.3659104338639497,0.40890852319802884,1497719,610233,869480,0.5030237466380425,0.2049527915331064,0.2920234618288512,13287862,11240802,18035927,17421109
00028GCF_000219495.3_MedtrA17_4.0_CDS.fna,57974,2053,0.035412426260047605,22095,13344,20482,0.39511096010443303,0.2386223422327927,0.36626669766277425,0.4088618553060164,1498907,611233,870798,0.5028306526334999,0.20504720326286557,0.2921221441036345,13300855,11251871,18056465,17442207
00029GCF_000226075.1_SolTub_3.0_CDS.fna,38150,1264,0.033132372214941024,15013,9059,12814,0.40701079000162665,0.24559453451173888,0.3473946754866345,0.4203764848895971,1314150,537633,702738,0.5144408677791257,0.21046333148171417,0.2750958007391601,12000397,9845341,15470239,14651102
00030GCF_000231095.1_Oryza_brachyantha.v1.4b_CDS.fna,27565,1620,0.058770179575548705,12453,7394,6098,0.4799768741568703,0.28498747350163806,0.23503565234149162,0.5184528460256272,734116,237699,277884,0.5874342541684038,0.19020500136432852,0.22236074446726772,9896636,9015419,9125210,8440604
00031GCF_000258705.1_Coccomyxa_subellipsoidae_v2.0_CDS.fna,10392,1190,0.11451116243264049,6002,1983,1217,0.6522495109758748,0.21549663116713758,0.13225385785698762,0.61460393469274,188887,34546,24201,0.7627668252340147,0.1395042683961007,0.09772890636988459,4023520,3747711,2624400,2248660
00032GCF_000263155.2_Setaria_italica_v2.0_CDS.fna,33120,1052,0.03176328502415459,16171,9431,6466,0.504272171635275,0.29409380067356866,0.2016340276911563,0.5390137774123048,875188,274257,313620,0.5981880504283815,0.18745373582171673,0.21435821374990174,12853274,11982362,11020426,10220007
00033GCF_000309985.1_Brapa_1.0_CDS.fna,52802,1767,0.03346464149085262,22776,10763,17496,0.44628196335847947,0.21089448417752524,0.3428235524639953,0.460678626382777,1488469,596490,736523,0.5275486428763324,0.2114101738022784,0.26104118332138926,16324406,14202723,18569986,17168449
00034GCF_000313045.1_ASM31304v1_CDS.fna,29970,1070,0.03570236903570237,12777,6363,9760,0.44211072664359863,0.22017301038062284,0.33771626297577856,0.4317333469917025,973260,392543,519110,0.5163421335626631,0.20825523512225763,0.27540263131507925,9709278,8261740,12013084,11641170
00035GCF_000313855.2_ASM31385v2_CDS.fna,47984,1772,0.036928976325441815,22672,11864,11676,0.4906084999567212,0.2567298537176491,0.2526616463256297,0.4908729558991394,1389911,486159,593532,0.5628076912798095,0.19685722638708586,0.2403350823331047,17153036,15634801,17520582,16486536
00036GCF_000315295.1_Pbr_v1.0_CDS.fna,47498,1895,0.039896416691229106,20238,11393,13972,0.44378659298730344,0.24983005504023859,0.306383351972458,0.45659871596255325,1520964,559660,715377,0.5439783462166143,0.2001644491543458,0.2558572046290398,16405745,14003056,18637761,17551963
00037GCF_000317415.1_Csi_valencia_1.0_CDS.fna,35811,1237,0.03454245902097121,14941,8310,11323,0.43214554289350376,0.24035402325446867,0.32750043385202754,0.4339774616298384,1258350,474301,646211,0.5289714157441667,0.19938146895448328,0.27164711530135,12078053,9962780,14654413,14092721
00038GCF_000327365.1_Graimondii2_0_CDS.fna,59189,1630,0.027538900809271995,24225,13193,20141,0.42087249604753385,0.22920829062353412,0.34991921332893205,0.4328508439574621,1954071,800569,1074545,0.5103098962311824,0.20907033742167067,0.28061976634714697,19233083,16056117,23689068,22549123
00039GCF_000331145.1_ASM33114v1_CDS.fna,33307,1248,0.03746960098477797,13141,7724,11194,0.4099004959605727,0.24093078386724476,0.34916872017218253,0.4117169686867898,1154582,480364,667823,0.501388545703021,0.20860277344362374,0.29000868085335524,10373012,8747854,13990371,13330536
00040GCF_000340665.1_C.cajan_V1.0_CDS.fna,39391,1872,0.047523545987662154,16047,9316,12156,0.4277032969961886,0.24830086089714545,0.32399584210666593,0.43939839082024695,1299387,500828,647752,0.5308024985630934,0.20458935925198338,0.26460814218492323,12641531,10905189,15408186,14633638
00041GCF_000341285.1_ASM34128v1_CDS.fna,7243,310,0.042799944774264805,2302,1671,2960,0.33203519399971154,0.24102120294244916,0.4269436030578393,0.39773146661346936,188247,106811,100313,0.47612748532391097,0.27015385549268917,0.2537186591833999,2003218,1599473,2752068,2703340
00042GCF_000346465.1_Prupe1_0_CDS.fna,33774,7940,0.2350920826671404,11120,6449,8265,0.43044050476116746,0.2496322675543857,0.31992722768444687,0.4456042647644477,819599,307518,392778,0.5392471190444077,0.20232845032058136,0.25842443063501097,8351617,7121955,9863200,9388147
00043GCF_000346465.2_Prunus_persica_NCBIv2_CDS.fna,32627,841,0.025776197627731635,14217,8088,9481,0.4472723840684578,0.2544516453784685,0.2982759705530737,0.4457460749255845,1152144,427419,543583,0.5426588656644432,0.2013139934794875,0.25602714085606926,11589379,9888531,13698479,13007793
00044GCF_000346735.1_P.mume_V1.0_CDS.fna,29950,1200,0.04006677796327212,12776,7326,8648,0.44438260869565216,0.25481739130434783,0.3008,0.44750406932440207,985810,364940,462446,0.5436863968374075,0.20126891963141327,0.2550446835311792,9995404,8561228,11742798,11167527
00045GCF_000350225.1_ASM35022v2_CDS.fna,9866,346,0.03506993715791608,3855,3041,2624,0.40493697478991597,0.3194327731092437,0.27563025210084036,0.5376354678656629,164615,60429,58507,0.5805481200912711,0.21311510098712402,0.20633677892160493,2843643,2701269,2478413,2290191
00046GCF_000365185.1_Chinese_Lotus_1.1_CDS.fna,38326,1206,0.03146688931795648,16970,9028,11122,0.45716594827586204,0.24321120689655173,0.2996228448275862,0.44403319665241414,1308753,508841,632478,0.5341691999255532,0.20768410071214233,0.25814669936230444,13486157,11374077,15989525,15137573
00047GCF_000375325.1_Caprub1_0_CDS.fna,31074,3950,0.12711591684366352,11656,5565,9903,0.42973012829966084,0.20516885415130512,0.36510101754903407,0.4445859303430067,816998,335091,431298,0.5159812477934959,0.21162924793496474,0.2723895042715394,8508801,7371848,10214676,9624764
00048GCF_000390325.1_Ntom_v01_CDS.fna,46209,2371,0.0513103507974637,17794,11300,14744,0.40590355399425154,0.25776723390665635,0.3363292120990921,0.42570049691979217,1458501,616922,801899,0.5068953005607297,0.2144083978087958,0.27869630163047443,13873760,11414875,17584650,16531473
00049GCF_000390325.2_Ntom_v01_CDS.fna,49449,2276,0.046027219964003316,19205,12023,15945,0.40711847879083374,0.25487037076293645,0.3380111504462298,0.4255020427341857,1622202,680656,888247,0.5083511824274036,0.21329790151060526,0.2783509160619911,15376228,12638281,19492426,18331783
00050GCF_000393655.1_Nsyl_CDS.fna,48863,2592,0.05304627223052207,18800,12055,15416,0.40630200341466577,0.2605303537853083,0.3331676428000259,0.4249336209800737,1516785,643496,837491,0.5059707676234216,0.21465808607192274,0.2793711463046556,14391551,11834628,18312254,17179863
00051GCF_000403535.1_Theobroma_cacao_20110822_CDS.fna,45326,3479,0.07675506331906631,18257,10268,13322,0.4362797811073673,0.24537003847348676,0.3183501804191459,0.43438188441275766,1430669,560422,725888,0.5265660868192209,0.20626659241753434,0.2671673207632448,13908224,11578594,16842126,16344815
00052GCF_000413155.1_DPV01_CDS.fna,39207,2335,0.05955569158568623,17584,9494,9794,0.4768930353655891,0.25748535474072465,0.2656216098936863,0.48042383952354506,1154741,417884,501718,0.5566779457399282,0.20145366508817492,0.24186838917189685,13598241,12002856,14191151,13496317
00053GCF_000414095.1_ASM41409v2_CDS.fna,26965,623,0.02310402373447061,11463,6604,8275,0.435160580062258,0.25070230050869335,0.31413711942904865,0.4632958496647154,636303,248448,309201,0.5329385100908579,0.20808876738763368,0.2589727225215084,7304938,6304467,8087110,7678678
00054GCF_000442705.1_EG5_CDS.fna,43035,2987,0.06940862088997328,19060,9966,11022,0.47592888533759486,0.2488513783459848,0.27521973631642027,0.4759847584969619,1306539,469274,569549,0.5570734922796566,0.20008595688000402,0.24284055084033937,14974075,13254659,15903935,15173293
00055GCF_000463585.1_ASM46358v1_CDS.fna,41316,1461,0.035361603252977054,20514,8284,11057,0.5147158449378999,0.20785346882448877,0.27743068623761136,0.47890656824421135,1176828,403927,507775,0.5634719156535937,0.19340253671242452,0.2431255476339818,14513439,12587786,15403774,14084797
00056GCF_000471905.2_AMTR1.0_CDS.fna,31620,1039,0.032858950031625554,14473,7595,8513,0.4732677152480298,0.24835682286386973,0.2783754618881005,0.44800604607933575,1087478,418246,505397,0.540732258277846,0.20796660171118495,0.251301140010969,11209248,9340370,12839969,12479477
00057GCF_000478725.1_Eutsalg1_0_CDS.fna,31342,3774,0.12041350264820369,12317,5550,9701,0.4467861288450377,0.2013203714451538,0.3518934997098085,0.4515797032886806,791125,314167,406017,0.5234700514587024,0.20787740958334794,0.2686525389579497,8746749,7584654,10251552,9582096
00058GCF_000493195.1_Citrus_clementina_v1.0_CDS.fna,37173,5112,0.13751916713743847,13592,7463,11006,0.423941860827797,0.2327750226131437,0.3432831165590593,0.4373575050098454,1032733,381749,526216,0.5321451354100432,0.19670706106771893,0.2711478035222379,10007598,8435534,12032991,11693342
00059GCF_000495115.1_PopEup_1.0_CDS.fna,50002,1751,0.03501859925602976,21632,11911,14708,0.44832231456342875,0.24685498746139978,0.3048226979751715,0.4357724866722049,1834430,706851,894509,0.5339179635542335,0.20573172399942954,0.26035031244633694,17643957,14567753,21383524,20323407
00060GCF_000499845.1_PhaVulg1_0_CDS.fna,34593,3985,0.11519671609863268,13003,7505,10100,0.42482357553580763,0.24519733403031888,0.3299790904338735,0.4383469649742256,997568,375013,489105,0.5358411676297722,0.20143729930826143,0.2627215330619664,9744320,8372269,11880276,11332471
00061GCF_000504015.1_Mimgu1_0_CDS.fna,32123,1254,0.03903744980232232,13279,7017,10573,0.43017266513330527,0.2273154297191357,0.342511905147559,0.45898213839890295,851256,359658,514715,0.4933018626831144,0.20842139301089632,0.29827674430598927,10598417,9190317,12157038,11168616
00062GCF_000511025.1_RefBeet-1.2.1_CDS.fna,31625,1558,0.049264822134387355,11941,7909,10217,0.3971463731000765,0.2630458642365384,0.3398077626633851,0.42720774259213,1088113,462897,614868,0.5023888695485157,0.2137225642441541,0.2838885662073302,10287191,8438063,12817843,12288632
00063GCF_000511025.2_RefBeet-1.2.2_CDS.fna,33276,1680,0.05048683736025965,12629,8232,10735,0.3997024939865806,0.2605393087732624,0.339758197240157,0.4272275824542876,1127308,478447,636368,0.5027859756132915,0.21339016637356648,0.283823858013142,10648858,8763429,13267209,12758317
00064GCF_000512975.1_S_indicum_v1.0_CDS.fna,36084,1777,0.04924620330340317,16017,8498,9792,0.46687264989652255,0.247704550091818,0.2854228000116594,0.4519980309894278,1195643,434154,552433,0.5478996256123323,0.19894969824445635,0.2531506761432113,12265207,10346051,14098162,13315705
00065GCF_000611645.1_mono_v1_CDS.fna,18059,3249,0.17991029403621464,10438,2796,1576,0.7047940580688724,0.1887913571910871,0.10641458474004051,0.7040373426928292,178521,26299,16120,0.8080066986512175,0.11903231646600887,0.0729609848827736,6493847,5859364,2768774,2424259
00066GCF_000612285.1_Gossypium_arboreum_v1.0_CDS.fna,47781,1589,0.033255896695339154,19231,10598,16363,0.41632750259785245,0.22943366816764807,0.35423882923449945,0.4341669455875933,1560817,638000,860401,0.5102012998092976,0.20855002814444737,0.281248672046255,15420230,12968173,18937621,18059891
00067GCF_000612305.1_Egrandis1_0_CDS.fna,52896,2006,0.03792347247428917,25064,13094,12732,0.49251326390253486,0.2573000589506779,0.25018667714678716,0.4753471172134707,1634918,607957,719347,0.55192284710599,0.20523681209578484,0.2428403407982251,18960453,16313525,19946679,18986121
00068GCF_000633955.1_Cs_CDS.fna,109301,5664,0.05182020292586527,45260,21546,36831,0.4367166166523539,0.20789872342889124,0.3553846599187549,0.4467325270580655,3194742,1295813,1649531,0.5203089989293309,0.2110415065847612,0.26864949448590786,33237304,28494533,39410434,37042959
00069GCF_000686985.1_Brassica_napus_assembly_v1.0_CDS.fna,113513,3894,0.03430444090104217,48680,23890,37049,0.4440835986462201,0.21793667156241162,0.3379797297913683,0.4610008311788208,3183316,1269413,1570423,0.5285133099745781,0.2107555977335455,0.2607310922918764,34974440,30212916,39757362,36459270
00070GCF_000695525.1_BOL_CDS.fna,57201,2354,0.041153126693589274,24318,12054,18475,0.44337885390267473,0.21977501048370923,0.33684613561361604,0.4608024792027075,1582334,634646,783913,0.5272877106914509,0.21148571441900793,0.2612265748895412,17448527,15144254,19872025,18265675
00071GCF_000696525.1_JatCur_1.0_CDS.fna,32761,1192,0.0363847257409725,13228,7497,10844,0.41901865754379297,0.23747980613893377,0.34350153631727326,0.42104674745802567,1160000,492997,662255,0.5010253743437,0.212934488340794,0.28604013731550604,10981272,9016870,14079197,13418912
00072GCF_000710875.1_Pepper_Zunla_1_Ref_v1.0_CDS.fna,46124,2343,0.05079784927586506,18088,11028,14665,0.41314725565884747,0.2518900893081474,0.3349626550330052,0.4229182884650292,1443683,606308,787174,0.5088470356852703,0.21370205821656477,0.2774509060981649,13468820,11030090,17152933,16276392
00073GCF_000715135.1_Ntab-TN90_CDS.fna,86995,7684,0.08832691533996206,32530,20388,26393,0.4101574813077631,0.2570639633846503,0.3327785553075866,0.42539414811319576,2582268,1095603,1422418,0.5062983685826431,0.2148119449701772,0.27888968644717976,24527395,20190362,31156525,29246480
00074GCF_000733215.1_ASM73321v1_CDS.fna,7074,265,0.03746112524738479,5231,1208,370,0.7682479071816714,0.17741224849463944,0.05433984432368923,0.6806522546315626,88188,11371,6637,0.8304267580699838,0.10707559606764849,0.062497645862367696,2848321,2805065,1353871,1298579
00075GCF_000741045.1_Vradiata_ver6_CDS.fna,35363,1379,0.03899556033141985,14421,8598,10965,0.4243467514124294,0.2530014124293785,0.3226518361581921,0.43679788759163746,1209100,457550,602855,0.5327593462010438,0.20160783959497777,0.2656328142039784,11748158,9999510,14401460,13639730
00076GCF_000801105.1_Rs1.0_CDS.fna,62951,4700,0.07466124445997681,26063,12403,19785,0.44742579526531734,0.21292338328955726,0.33965082144512543,0.4617577217187206,1685115,676044,830876,0.5279124445690602,0.21179091081394785,0.260296644616992,18733354,16298826,21217516,19617319
00077GCF_000816755.1_Araip1.0_CDS.fna,47793,3089,0.06463289603079948,18512,11838,14354,0.41410164638511093,0.2648085182534001,0.3210898353614889,0.4378308120836047,1406330,562980,728768,0.5212340043542106,0.20865964586642788,0.27010634977936143,13816547,11804901,16978523,15919090
00078GCF_000816755.2_Araip1.1_CDS.fna,58924,3177,0.053916909917860294,23093,14602,18052,0.41424650653846845,0.2619333775808564,0.3238201158806752,0.43633584309580237,1765968,704089,913968,0.5218543007217736,0.20806258819009907,0.2700831110881273,17171024,14666658,21185229,19943091
00079GCF_000817695.1_Aradu1.0_CDS.fna,43374,2244,0.05173606307926407,17247,10620,13263,0.4193289569657185,0.25820568927789933,0.3224653537563822,0.43795393246061454,1321320,526565,680710,0.522551060964686,0.20824410393914408,0.26920483509617,12971021,11096874,15942858,14944559
00080GCF_000817695.2_Aradu1.1_CDS.fna,53656,2448,0.04562397495154316,21431,13206,16571,0.41850882674582096,0.2578893922824559,0.32360178097172315,0.4366908364080088,1665085,659933,858555,0.5230239733783394,0.2072931891305775,0.2696828374910831,16156061,13854394,19966682,18745292
00081GCF_000826755.1_ZizJuj_1.1_CDS.fna,38291,2493,0.06510668303256639,15249,8458,12091,0.42597351807363537,0.2362701826917705,0.3377562992345941,0.4348228152409739,1202191,473180,624834,0.5226451555404844,0.20571209957373365,0.27164274488578194,11996850,10126320,14654874,14100542
00082GCF_000987745.1_ASM98774v1_CDS.fna,91633,3446,0.03760653912891644,37077,20326,30784,0.4204361187023031,0.23048748681778494,0.349076394479912,0.4339118988087032,2884236,1177019,1583290,0.5109775898677396,0.20852327335507115,0.2804991367771893,28466679,23889723,34938236,33366727
00083GCF_001190045.1_Vigan1.1_CDS.fna,37919,1267,0.03341332841055935,15757,9307,11588,0.4299083269671505,0.2539288442649787,0.3161628287678708,0.4376505129728855,1296297,489168,641177,0.5341937541672813,0.20158226883075459,0.26422397700196404,12601926,10758201,15381231,14634855
00084GCF_001263595.1_ASM126359v1_CDS.fna,31438,3608,0.11476557032890133,12882,6495,8453,0.4628817822493712,0.23338124326266618,0.3037369744879626,0.4538568409581453,889518,333863,463085,0.527444964796207,0.1979660426003252,0.27458899260346786,9518405,8353301,10839023,10666679
00085GCF_001406875.1_SPENNV200_CDS.fna,35134,1006,0.02863323276598167,13864,8367,11897,0.40623534927332394,0.24516526019690577,0.3485993905297703,0.42110081311656067,1220736,505278,659041,0.5118271905679324,0.21185171830419006,0.27632109112787756,11214917,9169241,14425634,13597044
00086GCF_001411555.1_wgs.5d_CDS.fna,57158,4801,0.08399524126106582,23145,13238,15974,0.44206123345493437,0.252841071871956,0.3050976946731096,0.4464157603601245,1723498,677361,857079,0.5290149781855885,0.20791095472043974,0.2630740670939717,17997993,15238963,21075194,20140768
00087GCF_001433935.1_IRGSP-1.0_CDS.fna,41157,1143,0.027771703476929806,19361,11182,9471,0.4838556505223172,0.2794521917328935,0.23669215774478933,0.5268812288147482,1138736,375012,435442,0.5842098512715538,0.1923937635633263,0.22339638516511987,16013520,14801733,14305720,13365174
00088GCF_001540865.1_ASM154086v1_CDS.fna,36140,1451,0.04014941892639735,15157,8959,10573,0.4369396638703912,0.258266309204647,0.3047940269249618,0.49113903504517503,986008,412779,518020,0.5144012934009528,0.2153471893623093,0.27025151723673796,13052555,11777584,13197482,12528611
00089GCF_001605985.1_ASM160598v1_CDS.fna,35750,3199,0.08948251748251748,14422,8032,10097,0.44305858498970846,0.2467512518816626,0.3101901631286289,0.448669950780762,1079407,422272,569095,0.5212577519323692,0.20391988696014146,0.27482236110748925,11226942,9900161,13096408,12864784
00090GCF_001625215.1_ASM162521v1_CDS.fna,44835,1504,0.033545221367235416,16849,11239,15243,0.3888440146777134,0.2593755048348757,0.35178048048741084,0.43041544672624205,1556302,642887,874517,0.5063275407602419,0.20915695905854367,0.28451550018121446,15154572,12439228,18723220,17792668
00091GCF_001865875.1_LupAngTanjil_v1.0_CDS.fna,53010,1748,0.032974910394265235,21527,12637,17098,0.41994069681245366,0.24651788849440132,0.333541414693145,0.4231332969941514,1953504,788009,1052775,0.514853906714514,0.20768296976929532,0.2774631235161907,17654278,14965213,22961254,21509598
00092GCF_001876935.1_Aspof.V1_CDS.fna,37107,1434,0.038644999595763604,16105,9085,10483,0.45146188994477615,0.2546744036105738,0.29386370644465004,0.4464047088091639,1111986,437696,557699,0.5276625346816736,0.20769666235009238,0.26464080296823406,11357418,9515564,13331476,12553521
00093GCF_001879085.1_NIATTr2_CDS.fna,44995,2300,0.05111679075452828,17343,11206,14146,0.40620681578639184,0.26246633095210214,0.331326853261506,0.42704650361985297,1406351,598274,773388,0.5062434913011566,0.21536040328105016,0.2783961054177932,13440270,11069125,17022301,15861105
00094GCF_001879475.1_Asagao_1.1_CDS.fna,51165,1519,0.029688263461350534,20468,12628,16550,0.4122789348588003,0.25436087499496435,0.33336019014623536,0.4524695822103677,1678330,659496,858484,0.5250836120401338,0.20633042477106414,0.26858596318880207,17917945,15027120,20601174,19265429
00095GCF_001957025.1_Aet_MR_1.0_CDS.fna,56240,2512,0.04466571834992888,25529,17482,10717,0.47515262060750446,0.3253796902918404,0.19946768910065515,0.5456096181349819,1281699,417332,460176,0.5935970937478435,0.19328021815416493,0.21312268809799154,19824572,18972640,16831833,15478961
00096GCF_001995035.1_ASM199503v1_CDS.fna,29519,1897,0.06426369456959924,12609,6605,8408,0.45648396205922814,0.23912099051480704,0.3043950474259648,0.44829943738142225,905865,352202,454800,0.5288589248318755,0.2056213354568685,0.26551973971125603,9736437,8319888,11352054,10868997
00097GCF_002168275.1_ASM216827v2_CDS.fna,27890,937,0.03359627106489781,12011,6518,8424,0.44562757392498054,0.2418283678996772,0.31254405817534225,0.4373049269687419,991976,383211,494488,0.5305606589380507,0.20496129006378114,0.2644780509981681,9663245,8065353,11593360,11218628
