provided by Gürkan Korkmaz,http://orcid.org/0000-0003-1911-027X
Sequence,TotalCDS,GenomicGC,GenomicOffTAG,GenomicOffTGA,GenomicOffTAA,Genomic Gs,Genomic Cs,Genomic As,Genomic Ts
00057GCF_000224215.1_Dkik_2.0_Genomic.fna,5141,0.46631539214760076,1119676,1755325,1895367,27158307,27177240,31096103,31089374
00058GCF_000224235.1_Dtak_2.0_Genomic.fna,5733,0.45379072801059456,1208048,1875989,2127666,27879937,27863952,33540574,33556057
00059GCF_000233415.1_Dbia_2.0_Genomic.fna,5523,0.46311479098840913,1249378,1872041,2108334,29049774,29089291,33696286,33703859
00060GCF_000236285.1_Dbip_2.0_Genomic.fna,5500,0.4589549160695477,1233640,1804432,1977091,27278653,27260706,32156909,32137537
00061GCF_000236305.1_Drho_2.0_Genomic.fna,22819,0.4468178981347988,1359894,2113955,2476793,30466970,30492802,37744424,37726713
00062GCF_000236325.1_Deug_2.0_Genomic.fna,4946,0.447437230611085,1231095,1855756,2143231,26179772,26144323,32315439,32302221
00063GCF_000237925.1_ASM23792v2_Genomic.fna,885,0.3455411918470033,3570075,5311767,6641119,40302573,40297382,76287163,76370036
00064GCF_000239435.1_ASM23943v1_Genomic.fna,641,0.35286691310307905,683320,1640297,1793126,11675778,11693237,21429523,21427606
00065GCF_000255335.1_Mocc_1.0_Genomic.fna,2211,0.5154443923142367,1079065,2479562,1021740,35301560,35303834,33195648,33178611
00066GCF_000269505.1_DroMir_2.2_Genomic.fna,6,0.47250597199563726,955409,1518448,1437803,23828499,23839690,26588554,26627038
00067GCF_000297895.1_oyster_v9_Genomic.fna,7659,0.37071369637049134,3830654,6336056,7713212,58178290,58176148,98741487,98770110
00068GCF_000326865.1_Helobdella_robusta_v1.0_Genomic.fna,1991,0.3850915275585181,1350438,2448325,2509545,22235345,22216060,35503041,35476307
00069GCF_000327385.1_Helro1_Genomic.fna,4469,0.358133472895607,3024895,4500513,5491889,37655017,37661617,67482910,67503708
00070GCF_000330985.1_DBM_FJ_V1.1_Genomic.fna,1794,0.4142159142266689,3284158,3901107,5107315,46328122,46300346,65514319,65480847
00071GCF_000341935.1_Ccin1_Genomic.fna,1976,0.43848549493231503,1450431,2034547,2355877,27237110,27290627,34950103,34876871
00072GCF_000344095.1_Aros_1.0_Genomic.fna,522,0.45069212124827074,1194298,1920111,2022213,26795991,26761077,32651916,32623952
00073GCF_000347755.2_Ccap_1.1_Genomic.fna,1806,0.4086221961135611,3201541,4681515,5452130,53634471,53621705,77615268,77611057
00074GCF_000355655.1_DendPond_male_1.0_Genomic.fna,8188,0.4003012880733168,1810503,2621698,3310994,29713858,29699157,44495486,44512243
00075GCF_000365465.1_Ptep_1.0_Genomic.fna,31445,0.3475113679352102,8295083,11667159,17465598,105853934,105982781,198889361,198856040
00076GCF_000365465.2_Ptep_2.0_Genomic.fna,16533,0.3474941946579878,8298170,11672944,17462214,105879194,105938812,198872751,198867645
00077GCF_000371365.1_Musca_domestica-2.0.2_Genomic.fna,20487,0.38352789396611126,3685984,5187041,6802734,57932802,58030292,93183640,93212223
00078GCF_000388065.1_Font_alba_ATCC_38817_V2_Genomic.fna,214,0.6336112120426847,53347,182369,32838,5473208,5446383,3145356,3168951
00079GCF_000390285.1_Agla_1.0_Genomic.fna,10474,0.37690525319032564,4509388,5660432,8275517,61870726,61951839,102391770,102310046
00080GCF_000457365.1_ASM45736v1_Genomic.fna,331401,0.38806758369534994,8397994,10397514,11811117,100848548,100188294,158690472,158318641
00081GCF_000469605.1_Apis_dorsata_1.3_Genomic.fna,4040,0.41996489165252,1123540,1842605,2390309,25487229,25462616,35202751,35166700
00082GCF_000472105.1_Dsuzukii.v01_Genomic.fna,8680,0.44522063016820856,1557653,2292017,2709969,33027391,33054526,41170138,41173046
00083GCF_000475195.1_Diaci_psyllid_genome_assembly_version_1.1_Genomic.fna,161988,0.39471410949146063,4313490,5895488,6269956,59300205,59404271,91012123,91018726
00084GCF_000485595.1_Priapulus_caudatus-5.0.1_Genomic.fna,59587,0.45618978462090415,3945452,4978269,5192795,66998097,66930386,79858790,79793354
00085GCF_000503995.1_CerSol_1.0_Genomic.fna,2457,0.40707274276801236,1660000,2301532,3301645,29006759,28991412,42264432,42213581
00086GCF_000507365.1_N_americanus_v1_Genomic.fna,11864,0.41658989951454234,2020836,2952260,2830892,32443995,32484739,45521967,45406976
00087GCF_000517525.1_Limulus_polyphemus-2.1.2_Genomic.fna,286793,0.3624923430995893,16464777,21416636,28972857,195776558,195452901,342924977,345122041
00088GCF_000572035.2_Mdem2_Genomic.fna,1794,0.39204076677856947,1395033,2166107,2519037,21538808,21560888,33410363,33426712
00089GCF_000599845.1_Tpre_1.0_Genomic.fna,357,0.44039694685051867,1310348,1997062,2298922,27848233,27845853,35390140,35379153
00090GCF_000611835.1_CerBir1.0_Genomic.fna,4579,0.45695464094158605,1416166,2443188,2831962,36347520,36376860,43192009,43233718
00091GCF_000612105.1_Oabi_1.0_Genomic.fna,936,0.4805129273689108,1302952,1932640,2531675,35363943,35399909,38267756,38235714
00092GCF_000648655.1_Cflo_1.0_Genomic.fna,5445,0.41310962086035624,3681897,5177294,6646243,63196435,63182627,89806346,89735964
00093GCF_000648675.1_Clec_1.0_Genomic.fna,1402,0.39386594900832284,3781575,5534524,6816659,58938303,58887559,90700608,90625722
00094GCF_000696795.1_Hhal_1.0_Genomic.fna,12168,0.3789477690812858,7402176,9384772,12228628,93713049,93795933,153709178,153596686
00095GCF_000699045.1_Apla_1.0_Genomic.fna,3988,0.3742806328092469,2296585,2870034,4352551,31142480,31141355,52117707,52007910
00096GCF_000699445.1_SchHae_1.0_Genomic.fna,29834,0.34803806259846215,3677280,5370761,6735784,41473716,41529908,77768244,77718208
00097GCF_000715545.1_OpiViv1.0_Genomic.fna,42216,0.4376218562429354,5680316,9499341,7686211,103226938,103250594,132621717,132717981
00098GCF_000754195.1_ASM75419v2_Genomic.fna,7618,0.46419183837767014,968347,1511478,1606891,22926902,22913475,26455902,26456808
00099GCF_000754195.2_ASM75419v2_Genomic.fna,7619,0.46415494037242405,968545,1511680,1607822,22928331,22915352,26461785,26462592
00100GCF_000764305.1_Hazt_2.0_Genomic.fna,18000,0.42145620062880007,4832894,8071974,7925604,83543985,83573433,114669784,114736607
00101GCF_000789215.1_ASM78921v2_Genomic.fna,7166,0.40638610635811834,2500400,3533353,4408395,41246428,41264983,60241664,60283913
00102GCF_000806345.1_ASM80634v1_Genomic.fna,5572,0.39725335794418637,2471468,3555937,4499281,39598933,39610953,60107982,60076006
00103GCF_000806365.1_ASM80636v1_Genomic.fna,1042,0.43023181837498525,980720,2103072,1787115,22305708,22300079,29528757,29543950
00104GCF_000836215.1_Ppol_1.0_Genomic.fna,3874,0.38870410349047635,1884533,2246915,3469497,25850255,25847596,40651021,40651656
00105GCF_000836235.1_Pxut_1.0_Genomic.fna,5572,0.39437557955570973,1982768,2497044,3625539,28587965,28580790,43903196,43888229
00106GCF_000949405.1_V.emery_V1.0_Genomic.fna,13258,0.4590604925903791,1873392,2830995,3717291,45996206,45987465,54117969,54272107
00107GCF_000956235.1_wasmannia.A_1.0_Genomic.fna,77788,0.4439760730751715,1861162,2893995,3738806,42957617,42909967,53869397,53668901
00108GCF_000980195.1_M.pharaonis_V2.0_Genomic.fna,12136,0.43914086047679635,1697956,2590646,3312863,37116934,37157256,47437494,47423545
00109GCF_001015335.1_Stomoxys_calcitrans-1.0.1_Genomic.fna,12042,0.3957511931253562,4358785,6064945,7680020,69938787,69936269,106797204,106769646
00110GCF_001039355.1_LinAna1.0_Genomic.fna,3830,0.39464755024834547,3669402,6105560,6672271,59679434,59642726,91501562,91527477
00111GCF_001186105.1_ASM118610v1_Genomic.fna,7301,0.3898791131143276,2879656,3791344,5277561,40828451,40841346,63928423,63876446
00112GCF_001186125.1_Spha_arctica_JP610_V1_Genomic.fna,15619,0.44679558379309253,980968,1332844,1053516,16478665,16447008,20339365,20427886
00113GCF_001186385.1_Dnoxia_1.0_Genomic.fna,5637,0.3749532270958415,2227584,2819344,4121336,30120930,30107754,50197326,50203849
00114GCF_001188975.1_gapfilled_joined_lt9474.gt500.covgt10_Genomic.fna,36198,0.393889637008975,3385065,4545860,6114074,51689148,51656647,79580024,79446646
00115GCF_001194135.1_Octopus_bimaculoides_v2_0_Genomic.fna,151674,0.37815819806074547,14135264,20944063,24210734,197012738,197068351,324555170,323470169
00116GCF_001263275.1_ASM126327v1_Genomic.fna,27566,0.42979447660688946,2179512,3097694,4139878,44570624,44598714,59207286,59093092
00117GCF_001263575.1_Nlec1.0_Genomic.fna,4523,0.4348698841127651,1805299,3159893,3370008,39504118,39513539,51355975,51330505
00118GCF_001272555.1_ASM127255v1_Genomic.fna,4178,0.435837183176423,2246678,3211390,4029566,45541702,45590756,59037982,58927043
00119GCF_001277935.1_ASM127793v1_Genomic.fna,6,0.4399792797113857,973570,1361676,1632689,18129995,18128719,23075236,23076099
00120GCF_001298355.1_Pap_ma_1.0_Genomic.fna,63187,0.3920875670498005,2249130,2835204,4080591,31814797,31825868,49300568,49371144
00121GCF_001313825.1_ASM131382v1_Genomic.fna,14123,0.4669753120033124,1723833,2927976,3577453,46940542,46962781,53582441,53602646
00122GCF_001313835.1_ASM131383v1_Genomic.fna,3836,0.3944365058784729,1338494,1717747,2550241,21572671,21512092,33067771,33078641
00123GCF_001412225.1_Nicve_v1.0_Genomic.fna,4650,0.39593312722005425,1236978,1973823,2549401,22581113,22565418,34465220,34413896
00124GCF_001412515.1_Dall1.0_Genomic.fna,3968,0.419054081994031,2268783,4902473,4167480,48745830,48680737,67522034,67543030
00125GCF_001417965.1_Aiptasia_genome_1.1_Genomic.fna,4312,0.38897450141452355,2047313,3245747,3452478,31139884,31139685,48908144,48924502
00126GCF_001442555.1_ACSNU-2.0_Genomic.fna,2431,0.42618809336657726,1087337,1784841,2343382,25717879,25683047,34590536,34614737
00127GCF_001465965.1_Pdom_r1.2_Genomic.fna,1483,0.39050535899823013,1347456,1797280,2507363,21076039,21092542,32906542,32909518
00128GCF_001483705.1_ASM148370v1_Genomic.fna,187611,0.42290206205639275,3519805,4451420,6316747,63934078,64043661,87481935,87158238
00129GCF_001594045.1_Acol1.0_Genomic.fna,1550,0.40379381904951306,1934466,3012399,3687391,34791204,34778488,51356629,51363815
00130GCF_001594055.1_Tzet1.0_Genomic.fna,4623,0.416964881949907,1839235,2790222,3535122,35245466,35261262,49278314,49310081
00131GCF_001594065.1_Ccosl1.0_Genomic.fna,15379,0.418001343093636,2006233,3027665,3827115,38523746,38532526,53613557,53674727
00132GCF_001594075.1_Tcor1.0_Genomic.fna,19761,0.40726868873879074,2366316,3536006,4769190,43721827,43758314,63638493,63678485
00133GCF_001594115.1_Tsep1.0_Genomic.fna,5836,0.4154889955954388,1980377,3002223,3808843,37720599,37736795,53063410,53090249
00134GCF_001625305.1_Haploidv18h27_Genomic.fna,2308,0.425496428385062,3813512,5803887,5543804,64960685,64940451,87703166,87688827
00135GCF_001652005.1_ASM165200v1_Genomic.fna,50568,0.4478297831541385,1500894,2272603,2747921,33075891,33287430,41012741,40812655
00136GCF_001654015.1_ASM165401v1_Genomic.fna,8053,0.4490381781298705,907934,1339237,1401140,17842807,17853866,21910917,21888263
00137GCF_001654025.1_ASM165402v1_Genomic.fna,3178,0.44798406227883264,1070170,1573426,1651910,20849104,20860634,25696935,25698733
00138GCF_001687245.1_Rhagoletis_zephyria_1.0_Genomic.fna,86670,0.4169433376509905,7136429,9670862,11586614,119683318,119742406,167416019,167398693
00139GCF_001853355.1_ASM185335v1_Genomic.fna,3306,0.40203018605890606,3439006,4831678,6101333,55875405,55835495,83102068,83053978
00140GCF_001854935.1_ASM185493v1_Genomic.fna,19751,0.4215702318648595,4016872,7134172,7170487,77554311,77544174,106397486,106410663
00141GCF_001876365.1_canu_80X_arrow2_Genomic.fna,2296,0.4211354411495984,10488036,16742015,16151751,192856247,192835893,265099131,265047441
00142GCF_001876365.2_canu_80X_arrow2.2_Genomic.fna,2435,0.4210885179567696,11159018,17819121,17195539,205234912,205216990,282170117,282118171
00143GCF_001937115.1_Atum_1.0_Genomic.fna,3063,0.3910424371850169,1423891,2333387,3137825,25741552,25724493,40081261,40065123
00144GCF_002006095.1_ASM200609v1_Genomic.fna,6556,0.4397827048837993,1721732,2774915,3441774,40206802,40176840,51170926,51225794
00145GCF_002042975.1_ofav_dov_v1_Genomic.fna,1933,0.40679156737464667,3202886,5337790,5734889,55386468,55406056,80772691,80791768
00146GCF_002093755.1_Dser1.0_Genomic.fna,1356,0.44633171397071664,1274894,1993719,2333591,28479829,28466860,35307701,35333875
00147GCF_002204515.2_AaegL5.0_Genomic.fna,2310,0.3986714099235849,7097080,11516715,12029345,120585815,120592925,181901449,181876008
00148GCF_002217175.1_ASM221717v1_Genomic.fna,162,0.4116243565119111,1639473,3006835,3231574,33246530,33155033,47464113,47450247
